dyadid,logdisputes,logtrade,IOs,contiguity,capratio,GDPgrowth
2395,-.69314718,2.8415816,30.14285714285714,0,3340.790569196428,.77857143
2404,-.69314718,-.69314718,13.51111111111111,0,1885.27333577474,-2.3975
2432,-.69314718,-.69314718,18.8735294117647,0,498.6626109247622,-.75130433
2433,-.69314718,-.69314718,28.38627450980392,0,382.2939074972401,-.33913043
2434,-.69314718,-.69314718,20.24926470588235,0,912.4433339436849,-.39708334
2435,-.69314718,-.69314718,21.75294117647059,0,1966.939134680707,-.7852174
2436,-.69314718,-.69314718,20.2,0,835.7176013183594,-.24599999
2437,-.69314718,4.8520303,29.41176470588235,0,444.6591979980469,.64560002
2438,0,-.69314718,19.19950980392157,0,599.3324991861979,-.54041666
2439,-.69314718,-.69314718,26.04047619047619,0,612.0542088558799,.44842106
2450,-.69314718,4.8520303,20.5264705882353,0,1444.289211425781,-.98560005
2451,-.69314718,-.69314718,21.51911764705882,0,925.4543994140626,-.18400002
2452,-.69314718,5.2113061,28.29166666666667,0,234.7012475331624,-1.0733334
2461,-.69314718,-.69314718,20.175,0,1326.295205078125,.88639998
2471,-.69314718,3.8712008,28.16470588235294,0,373.4816003417969,1.382
2475,-.69314718,7.1793079,32.82,0,35.76519989013672,-1.7544
2481,-.69314718,4.4773369,22.54411764705883,0,3671.067163085937,.25440001
2482,-.69314718,-.69314718,20.58529411764706,0,1290.147394594939,-.73913044
2483,-.69314718,-.69314718,19.35555555555556,0,821.8770608340992,-.42588237
2484,-.69314718,3.4657357,20.71617647058823,0,1037.503195800781,.82599998
2490,-.69314718,5.1982341,28.43137254901961,0,78.93238103957404,-1.3533334
2500,-.69314718,2.3025849,24.71428571428572,0,308.6235023498535,-.78750002
2501,-.69314718,-.69314718,26.31617647058824,0,200.8147619338263,.53714287
2510,-.69314718,-.69314718,27.52254901960784,0,200.3065212083899,1.1034783
2516,-.69314718,-.69314718,19.70833333333333,0,919.2766636439732,.029523788
2517,-.69314718,-.69314718,18.86838235294118,0,846.2168190696023,-.088181853
2520,-.69314718,-.69314718,16.43676470588235,0,567.9240008544922,-1.1272
2530,-.69314718,3.9691815,18.73529411764706,0,112.344706030453,.71794116
2540,-.69314718,5.7336354,11.13333333333333,0,219.8127233331854,-5.1181817
2541,-.69314718,-.69314718,12.63333333333333,0,212.4199966430664,-4.974
2551,-.69314718,2.9004221,23.14485294117647,0,314.8868186257102,-1.7718183
2552,-.69314718,-.69314718,7.236842105263158,0,244.2226321571752,.81999999
2553,-.69314718,-.69314718,21.43382352941176,0,659.2957124255952,.71952379
2560,-.69314718,6.9847164,27.6,0,36.80342875889369,.68085712
2570,-.69314718,-.69314718,12,0,4076.065022786458,1.5333333
2571,-.69314718,-.69314718,11,0,7451.981689453125,1.7933333
2590,-.69314718,-.69314718,24.38357843137255,0,2459.981682671441,.37333333
2600,-.69314718,4.8415589,29.43424501424501,0,90.56233367919921,.80199999
2615,-.69314718,6.7271714,28.45,0,88.49173885843028,1.4208696
2616,-.69314718,2.7725885,32.6514705882353,0,289.5763977050781,1.3944
2625,-.69314718,-.69314718,24.22222222222222,0,172.796924004188,-.41576925
2630,1.7917595,6.8807268,33.84501424501425,0,30.96433321634929,-.14733332
2640,-.69314718,6.1786761,37.88235294117647,0,25.12117641112384,1.1397059
2645,.69314718,5.0514574,25.93336693548387,0,80.45406246185303,-.23406251
2651,2.1972246,5.9616117,36.26470588235294,0,30.77676464529598,1.2152941
2652,1.3862944,2.7725885,25.99264705882353,0,94.99000045776367,.84279996
2663,-.69314718,4.0615549,21.45161290322581,0,292.9777398878528,.10935481
2666,0,6.4769721,33.8449932795699,0,116.5428106784821,1.1374999
2670,-.69314718,7.6889133,20.75588235294117,0,105.1215996551514,-.27400002
2678,-.69314718,-.69314718,17.3125,0,340.0349969863892,1.17125
2690,-.69314718,5.5640206,22.39019607843137,0,550.1808737049932,-7.3173914
2696,-.69314718,6.6333184,19.48888888888889,0,553.3046702067057,-3.4033334
2698,-.69314718,5.0751739,23,0,848.3460021972656,1.108
2700,-.69314718,-.69314718,21.95,0,119.7104010009766,-.73000002
2710,2.7725887,6.1991038,20.67307692307692,0,1.925384604013883,1.8134615
2732,-.69314718,7.3460102,31.0707997311828,0,19.03000006079674,1.6721874
2740,-.69314718,9.2068043,55.15272177419356,0,4.80117648489335,1.8355882
2750,-.69314718,7.1501412,42.58571428571429,0,4.169999967302595,.57800001
2770,-.69314718,5.768321,36.61428571428571,0,20.20457150595529,.63885713
2771,-.69314718,5.035953,29.31111111111111,0,34.12769200251653,.42538458
2775,-.69314718,-.69314718,23.1,0,76.20857173374721,1.1437143
2780,-.69314718,4.3369064,30.11764705882353,0,234.5123533361098,.76058823
2790,-.69314718,-.69314718,24.70588235294118,0,248.5065194834833,.51956522
2800,-.69314718,5.975204,32.82258064516129,0,58.62870880865282,.67548388
2820,-.69314718,6.5247631,34.10588235294118,0,114.4072719920765,1.5968182
2830,-.69314718,6.807672,29.58823529411765,0,200.0414290655227,1.645238
2840,-.69314718,7.0995555,32.61428571428571,0,57.43114329746791,1.1357143
2850,-.69314718,7.1186504,39.52254901960784,0,13.97826101987258,.44826087
2900,-.69314718,7.3376808,47.8,0,28.57514299665178,1.0234286
2910,-.69314718,-.69314718,24.02222222222222,0,1651.800982666016,-1.441
2920,-.69314718,6.0056491,37.21428571428572,0,304.2179997035435,.45885715
20200,-.69314718,9.5500727,61.18571428571428,0,2.573428566115243,1.5377142
20220,-.69314718,7.7065487,52.01428571428571,0,2.044285716329302,1.8882858
20365,0,5.9289441,30.50228494623656,0,13.15848489241167,1.8166666
20710,1.0986123,6.4965596,17.41428571428571,0,8.395999990190779,.75742859
41042,-.69314718,6.0340242,43.86666666666667,1,1.555217390475066,-.42173916
41051,-.69314718,6.0715075,28.90073529411765,1,1.982083340485891,-1.6083333
41200,0,-.69314718,27.15000000000001,0,74.58959991455077,-.4668
41220,-.69314718,2.7725885,29.36470588235294,0,63.87919990539551,-.28280002
41710,-.69314718,-.69314718,18.27426470588236,0,295.0368222323331,.11590908
42200,-.69314718,5.3281703,31.16666666666667,0,65.54060577623773,1.0721213
42220,-.69314718,1.8018097,31.65151515151515,0,49.46363628271854,1.9163636
42365,-.69314718,-.69314718,22.20073529411765,0,279.2054575139826,1.3181819
42710,-.69314718,-.69314718,20.59901960784314,0,188.7960875137993,1.5060869
51200,-.69314718,6.820744,32.87941176470589,0,139.1679169336955,.12416666
51220,-.69314718,-.69314718,23.97916666666667,0,121.7799987792969,.92500001
51365,-.69314718,-.69314718,14.88455882352941,0,836.729550448331,.78818178
51710,-.69314718,-.69314718,15.91176470588235,0,576.5559123646129,.76499999
52101,-.69314718,8.3987846,32.12745098039215,1,19.34416675567627,-.20458336
52200,-.69314718,6.7930923,34.25392156862745,0,176.8854169845581,.27833331
52220,-.69314718,4.3174882,24.89264705882353,0,154.4104159673055,.99791664
52365,-.69314718,-.69314718,16.43602941176471,0,1036.913638028232,.45454544
52710,-.69314718,-.69314718,16.45588235294118,0,715.1904546564275,1.515
70090,1.6094379,5.2376928,42.83932146829811,1,16.46147054784438,1.1158824
70200,-.69314718,6.5871563,40.8,0,4.395714293207441,1.4214286
70220,-.69314718,6.8367195,43.1,0,3.278857128960746,2.2228572
70365,-.69314718,-.69314718,26.80784313725491,0,16.9039130832838,1.8652173
70710,-.69314718,3.9545827,20.52156862745098,0,11.3247826617697,2.1426086
90091,-.69314718,7.9714208,42.6823878383389,1,2.178787870840593,.52212119
90092,0,9.2355375,44.29934879934879,1,1.613448278657321,.83999997
90200,1.0986123,3.8513985,26.43503893214683,0,68.17499985414393,.97088236
90220,-.69314718,2.8705692,26.6689284390063,0,51.9379409902236,1.1947058
90365,-.69314718,-.69314718,18.03030303030303,0,304.336191086542,1.2590476
90710,-.69314718,2.9469421,18.94545454545455,0,202.5523819696336,1.0638095
91092,1.0986123,8.9376564,41.28333333333333,1,1.391666654745738,.91366667
91093,1.7917595,7.8775868,43.4375,1,1.156562488526106,-.054687504
91200,-.69314718,-.69314718,21.27941176470588,0,159.5267641404096,.64852941
91220,-.69314718,-.69314718,22.32258064516129,0,111.0667742452314,.84032261
91365,-.69314718,-.69314718,15.12261904761905,0,545.9295269194104,.98428571
91710,-.69314718,-.69314718,18.21071428571429,0,362.8709520612444,.83619046
92093,-.69314718,8.6928253,43.58333333333334,1,1.378999984264374,1.2536666
92200,-.69314718,1.8971199,21.58333333333333,0,116.635667292277,1.5016667
92220,-.69314718,-.69314718,21.91666666666667,0,85.46600049336752,1.8736666
92365,-.69314718,-.69314718,13.38181818181818,0,486.1935272216797,1.7411765
92710,-.69314718,-.69314718,10.63784584980237,0,316.2358315785726,.17458333
93094,2.0794415,9.0177851,43.46969696969697,1,2.085151498967951,.61424243
93200,-.69314718,2.9004221,25.36363636363636,0,154.8057578115752,.70090908
93220,-.69314718,1.8018097,25.43939393939394,0,113.090605764678,1.3706061
93365,-.69314718,-.69314718,15.71923076923077,0,564.773998260498,.67750001
93710,-.69314718,-.69314718,12.92857142857143,0,398.8753580365862,1.0810714
94095,-.69314718,8.4022627,41.45714285714286,1,1.573428572927202,1.2354286
94200,-.69314718,2.4361167,21.77142857142857,0,299.642285483224,1.3211428
94220,-.69314718,1.7429694,22.62857142857143,0,220.2045719691685,1.7894286
94365,-.69314718,-.69314718,16.08695652173913,0,996.4604279891304,1.7178261
94710,-.69314718,-.69314718,15.81764705882353,0,644.1854525479404,1.4831818
95100,-.69314718,6.9020247,40.04285714285714,1,16.17771440233503,1.3494285
95200,-.69314718,5.3264885,25.21428571428572,0,177.2825709751674,1.36
95220,-.69314718,4.8784637,25.9,0,132.8954284667969,2.3057144
95365,-.69314718,-.69314718,18.27867647058823,0,706.688643022017,2.1849999
95710,-.69314718,-.69314718,15.60869565217391,0,475.0608692998471,2.6208696
100101,0,7.4567022,45.07142857142857,1,1.312857137407575,.44799998
100130,-.69314718,7.1546154,46.14285714285714,1,4.053142847333636,1.2074286
100135,-.69314718,7.0221658,46.42424242424242,1,1.456666668256124,.74515152
100140,-.69314718,4.9908328,48.91176470588235,1,4.506764741504893,1.4211764
100200,-.69314718,5.9624767,30.48571428571428,0,10.68428579057966,1.34
100220,-.69314718,5.8373141,32.31428571428572,0,8.08400000163487,1.77
100365,-.69314718,-.69314718,19.16029411764706,0,46.68639999389649,1.6956
100710,-.69314718,-.69314718,20.91911764705882,0,30.82181835174561,1.9604546
101110,1.9459101,4.6051702,22.69754901960784,1,41.17199964523316,-1.3705001
101140,-.69314718,7.8193293,45.73529411764706,1,5.900294177672443,1.0461764
101200,.69314718,7.5206218,30.77142857142857,0,14.93057142666408,.81942856
101220,-.69314718,6.9247527,32.14285714285714,0,10.99171431405204,1.2951429
101365,0,-.69314718,21.25367647058824,0,55.25727306712758,.36409089
101710,-.69314718,-.69314718,20.93161764705883,0,37.41227262670343,.27772725
110200,-.69314718,5.9661469,29.30049019607843,0,365.0249984741211,-1.8279999
110220,-.69314718,-.69314718,21.93651960784314,0,321.6504997253418,-1.3415
110365,-.69314718,-.69314718,11.31838235294117,0,2312.875991821289,-1.274
110710,-.69314718,-.69314718,14.58700980392157,0,1537.587506103516,-1.3975
130135,1.9459101,7.1248198,49.6060606060606,1,2.87606060143673,.97000003
130200,-.69314718,4.7387018,28.71428571428572,0,43.66857160840716,1.1931429
130220,-.69314718,4.0455546,31.14285714285714,0,32.87685726710728,1.658
130365,-.69314718,-.69314718,20.73676470588235,0,184.5954541293058,1.4268181
130710,-.69314718,-.69314718,21.99705882352941,0,124.5130422840948,.85043478
135140,-.69314718,5.6392441,47.328125,1,6.312187522649765,1.0421875
135145,-.69314718,6.5461421,42.41379310344828,1,4.005172425302966,.33034483
135155,.69314718,7.9264932,47.30303030303031,1,1.192424235921917,.10939395
135200,-.69314718,6.4839411,32.5,0,16.35818193175576,.95242423
135220,-.69314718,5.844861,33.01515151515152,0,12.07030297770645,1.7106061
135365,-.69314718,2.3025849,23.11428571428572,0,61.95799970626831,.8175
135710,-.69314718,3.8712008,16.3630717108978,0,41.97639976501465,1.2764
140145,-.69314718,5.4524679,42.43333333333333,1,24.70766665140788,.33433336
140150,-.69314718,5.760941,38.5,1,48.27382356980268,.6417647
140160,0,8.5742817,55.96875,1,2.311874996870756,.206875
140165,-.69314718,7.0221658,45.54545454545455,1,23.63333340847131,.076363653
140200,-.69314718,7.6636014,41.41176470588236,0,2.454999990323011,1.2620589
140210,-.69314718,7.9919786,35.02272727272727,1,2.039285710879735,2.2607143
140220,0,7.7558932,41.91176470588236,1,1.861176466240602,2.1614707
140365,0,5.2605772,27.58769230769231,0,10.71037039933381,1.7325926
140710,-.69314718,4.6051702,17.875,0,6.956562504172325,.62062502
145150,-.69314718,5.3375382,38.76,1,2.045199995040893,.40240002
145155,.69314718,6.2951469,42.5,1,3.956129051023914,-.52225804
145160,-.69314718,7.4065084,43.38333333333333,1,10.87066658337911,-.045000002
145200,-.69314718,5.7763534,25.01612903225806,0,53.84258045688753,.30451614
145220,-.69314718,3.2506244,25.48387096774194,0,42.97677375424293,.8280645
145365,-.69314718,-.69314718,17.13088235294117,0,245.9254556135698,.9622727
145710,-.69314718,-.69314718,16.69632352941176,0,165.4450017755682,.50227273
150160,.69314718,7.1373296,39.96809116809116,1,21.23354850276824,-.047096789
150200,-.69314718,3.1292639,23.17142857142857,0,111.0540000915527,.53200001
150220,-.69314718,2.9629426,25.41275491286615,0,81.49709676927135,1.0335484
150365,-.69314718,-.69314718,13.58333333333333,0,505.8485717773438,1.137619
150710,-.69314718,-.69314718,15.58235294117647,0,343.2490914084694,1.6754545
155160,2.8332133,8.2282982,52.12121212121212,1,2.776666662909768,-.37030303
155200,-.69314718,6.8118734,32.22857142857143,1,14.43942860194615,.43542856
155220,-.69314718,6.2203059,34.12857142857143,0,11.05342848641532,.82857144
155365,-.69314718,-.69314718,23.36630036630037,0,63.58058839685776,.23411764
155385,-.69314718,5.2087054,30.72857142857143,1,1.397714287894113,.91742855
155710,-.69314718,3.6888793,15.38333333333333,0,42.62099997202555,.77833331
155900,-.69314718,4.9618454,28.05714285714286,0,2.985714285714286,-.035714284
155920,-.69314718,-.69314718,19.3969696969697,0,2.934666665395101,.48800001
160165,.69314718,6.869534,46.421875,1,10.35593751072884,-1.0278125
160200,1.0986123,7.8179669,39.63636363636363,1,4.846363616712166,.43575755
160220,-.69314718,7.3071413,42.45454545454545,0,3.842424219304865,.77999997
160365,.69314718,5.7257614,26.64094017094017,0,24.86333325703939,.96933329
160385,-.69314718,6.0213175,36.21212121212121,1,3.667575767545989,.60606062
160710,-.69314718,4.8928523,20.29803921568627,0,16.60370367544669,-.49407411
160900,-.69314718,5.3879294,35.875,0,1.100624997168779,.31062499
160920,-.69314718,2.7333677,30.85171568627451,0,10.4942307472229,.22230768
165200,-.69314718,6.1414046,30.63235294117647,0,51.27500029171215,-.098823525
165220,-.69314718,5.4355183,32.5735294117647,0,40.14970622343176,.28676471
165365,-.69314718,1.8643302,20.58190582128291,0,259.9651617234753,-.18870966
165710,-.69314718,-.69314718,15.83928571428571,0,171.4225000653948,-.89857143
165920,-.69314718,-.69314718,24.67619047619047,0,1.170526310017235,-.97736841
200205,-.69314718,9.3508472,52.02857142857143,1,47.45914274283817,1.674
200210,-.69314718,9.6976929,84.74285714285715,1,5.517428595679147,1.7474285
200211,-.69314718,9.2301426,78.78571428571429,1,4.902285732541766,1.816
200212,-.69314718,9.2301426,52.14285714285714,0,19.86257141658238,1.0668571
200220,-.69314718,9.5386162,93.09999999999999,1,1.296571414811271,2.0002856
200225,-.69314718,8.7982817,59.57142857142857,0,19.61400005136217,1.5177143
200230,0,8.3383656,64.5625,0,3.27031248062849,1.6775
200235,0,7.6711068,58.60606060606061,0,16.54696968829993,1.8972727
200260,-.69314718,9.8291807,80.93548387096774,0,1.259032249450684,1.9996774
200265,.69314718,6.1763868,13.859375,0,3.739062514156103,2.0725
200290,0,7.4467516,41.87142857142857,0,2.501714290891375,.87828571
200305,-.69314718,7.581358,59.48387096774193,0,9.383870993891071,2.0958064
200310,-.69314718,5.8828306,35.01470588235294,0,7.620588235995349,1.877647
200315,.69314718,6.4633045,38.22058823529412,0,3.372058826334336,1.2617646
200325,-.69314718,9.102437,78.42857142857143,0,1.838285715239389,2.031143
200345,-.69314718,6.7922425,51.22923387096775,0,5.398181843035148,1.8318182
200350,-.69314718,7.0802245,56.33823529411764,0,12.08294118151945,2.0302942
200352,-.69314718,6.6066504,43.85,0,232.537998008728,.32800001
200355,-.69314718,5.0677938,25.64705882352941,0,10.3229411910562,1.8152941
200360,-.69314718,6.2316055,35.71428571428571,0,4.906571418898446,2.0822856
200365,3.0910425,7.248301,36.10000000000001,0,5.458571420397077,1.7682858
200375,-.69314718,8.4437008,53.32857142857144,0,21.46542861121041,1.9828571
200380,-.69314718,9.30305,66.97142857142858,0,7.148285688672747,1.8305714
200385,-.69314718,8.7568846,66.92857142857143,1,18.43628587722778,2.0371428
200390,0,8.9843359,74.45714285714286,0,18.04314292498997,1.6191429
200395,1.9459101,5.8205066,38.37142857142857,0,571.427428327288,1.0528572
200404,-.69314718,-.69314718,13.51111111111111,0,254.6674982706706,-2.2125001
200432,-.69314718,-.69314718,20.35,0,75.99043464660645,-.70391303
200433,-.69314718,4.3600478,29.26666666666667,0,58.67173874896505,-.21434781
200434,-.69314718,-.69314718,21.84142156862745,0,142.9016669591268,-.35291669
200435,-.69314718,4.7277727,22.75,0,308.5408716616423,-.84347826
200436,-.69314718,-.69314718,24.34901960784314,0,127.4191660881042,-.56583333
200437,-.69314718,5.4467373,31.44411764705882,0,69.81520034790039,.80159998
200438,-.69314718,2.0794413,19.8735294117647,0,93.3139990234375,-.34640002
200439,-.69314718,-.69314718,28.01666666666666,0,88.9463159661544,.46473685
200450,-.69314718,5.480639,21.125,0,228.3948002624512,-.88160002
200451,-.69314718,6.3969297,28.75882352941177,0,143.0188003540039,-.08600001
200452,-.69314718,7.0181036,38.4375,0,36.77125036716461,-.92750001
200461,-.69314718,3.1780536,21.09264705882353,0,210.9572001647949,.79879999
200471,-.69314718,4.9126549,31.13235294117647,0,58.25000015258789,1.4928
200475,-.69314718,8.4268303,42.84,0,5.648000030517578,-1.4760001
200481,-.69314718,4.2766662,25.74117647058823,0,573.1923950195312,.41960004
200482,-.69314718,-.69314718,21.36544117647059,0,190.2063654119318,-.68636364
200483,-.69314718,-.69314718,20.37777777777778,0,134.988234576057,-.43058825
200484,-.69314718,2.0794413,22.98529411764706,0,163.8891999816894,.94080001
200490,-.69314718,5.9173565,31.25490196078432,0,11.7147619610741,-1.17
200500,.69314718,5.7037826,33.64285714285714,0,48.91150007247925,-.57700002
200501,-.69314718,7.0979819,36.06862745098039,0,30.10714267549061,.58714283
200510,-.69314718,6.4532828,35.85392156862745,0,31.1517393278039,1.0208696
200516,-.69314718,-.69314718,20.63725490196078,0,136.4271427336193,.21190475
200517,-.69314718,-.69314718,19.3125,0,129.2504537755793,-.11818185
200520,-.69314718,2.7725885,17.03529411764706,0,92.50519989013672,-.96560001
200530,-.69314718,5.0677938,19.5,0,19.64205871610081,.77529413
200540,-.69314718,5.6730108,10.46666666666667,0,28.57000012831254,-5.0990911
200541,-.69314718,4.7874918,11.91111111111111,0,26.71400003433228,-5.0279999
200551,-.69314718,7.1272559,31.54705882352941,0,48.1868182962591,-1.8595455
200552,0,5.1870918,9.710025062656641,0,36.0531577562031,1.1247368
200553,-.69314718,5.6549921,30.87745098039215,0,99.08095205397834,.63
200560,-.69314718,9.1062489,37.91428571428571,0,6.262000015803745,.78285712
200570,-.69314718,-.69314718,14,0,581.7392249474159,1.49
200571,-.69314718,-.69314718,17,0,1204.765991210938,1.64
200590,-.69314718,6.3397713,30.1,0,341.5749977959527,.54555553
200600,-.69314718,6.2409253,35.13455840455841,0,15.12800017197927,.90700001
200615,-.69314718,6.6954226,32.85686274509804,0,13.68478263979373,1.6182609
200616,-.69314718,5.1239643,40.16764705882353,0,44.73320007324219,1.6572
200625,-.69314718,6.5288572,25.52777777777778,0,29.51653850995577,-.19153848
200630,.69314718,8.1354446,38.81008547008547,0,5.230666649341583,.090000004
200640,-.69314718,6.9759636,52.01470588235293,1,4.241764713736141,1.2867647
200645,1.6094379,7.6407242,27.79139784946237,0,14.24625009298325,.046875007
200651,1.3862944,7.1472354,39.54411764705883,0,5.249705858090344,1.4494117
200652,.69314718,5.5759492,29.91764705882353,0,15.31680008888245,1.1488
200663,-.69314718,5.7561502,22.95161290322581,0,49.74741892660818,.19193546
200666,.69314718,7.516161,41.37170698924731,0,20.04124993085861,1.6496875
200670,-.69314718,8.557951,20.75588235294117,0,17.2343999671936,-.23040003
200678,-.69314718,4.8283138,17.3125,0,48.71500015258789,1.58375
200690,-.69314718,8.146759,22.86666666666666,0,85.2713039232337,-7.3173914
200696,-.69314718,7.9034729,20.11111111111111,0,86.54066638946533,-3.2639999
200698,-.69314718,7.0210838,23,0,60.86600074768067,1.29
200700,-.69314718,5.1704841,22.57352941176471,0,17.96919990539551,-.61119998
200710,2.8332133,6.6333184,19.04285714285714,0,3.622571413857596,.80828571
200732,-.69314718,6.3969297,31.55621639784946,0,3.181562501937151,1.8975
200740,-.69314718,8.150383,58.20181451612903,0,1.866176464978386,2.1644118
200750,-.69314718,8.7230453,56.37142857142857,0,1.752285708699908,.81171429
200770,-.69314718,7.423142,46.37142857142858,0,3.390571403503418,.64542854
200771,-.69314718,5.9522438,34.17777777777778,0,4.716923062617962,.55384612
200775,-.69314718,6.0470343,24.3,0,13.15742855753217,1.2977142
200780,-.69314718,7.196907,42.3235294117647,0,39.71588255377377,.87647063
200790,-.69314718,-.69314718,25.92647058823529,0,36.9868184002963,.57999998
200800,-.69314718,6.3969297,36.2258064516129,0,10.21580652267702,.81290323
200820,-.69314718,7.3010249,44.6514705882353,0,17.45318185199391,1.8381819
200830,-.69314718,7.4070864,35.60539215686275,0,29.90428534008208,1.8219048
200840,-.69314718,6.1856208,34.47142857142857,0,9.818000037329538,1.4874285
200850,1.3862944,6.3372107,43.19509803921569,0,2.195652179096056,.73347825
200900,-.69314718,9.3612204,62.2,0,4.76542855330876,1.3325714
200910,-.69314718,5.2983174,31.98888888888889,0,163.0699996948242,-1.441
200920,-.69314718,8.8396912,50.11428571428571,0,48.26999991280692,.92142856
205220,-.69314718,6.6774435,50.34285714285714,0,36.64657138415745,2.4014287
205230,.69314718,6.3363051,56.78021978021978,1,14.98705889196957,1.6623529
205352,-.69314718,6.0968251,34.55661764705882,1,5.560555537541707,1.1094444
205365,-.69314718,-.69314718,21.65221774193548,0,235.3435304305133,1.8194118
205710,-.69314718,-.69314718,12.55714285714286,0,144.6217141287667,.64571428
205920,-.69314718,6.3099184,30.68602941176471,0,2.271999955177307,.57300001
210211,-.69314718,11.503683,85.45714285714286,1,1.116857140404838,2.3162858
210220,-.69314718,9.4152613,93.7,0,4.344285699299403,2.536
210260,-.69314718,10.540405,88,1,5.776129030412243,2.6770968
210365,0,6.1374183,33.05714285714286,0,27.67000007629395,2.3574286
210390,-.69314718,8.9928951,78.24285714285715,1,3.259142855235508,1.918
210710,1.3862944,5.480639,18.24285714285714,0,17.65514286586216,1.0725714
210900,-.69314718,7.7970171,39.07575757575758,0,1.089999993642171,1.0825
211212,-.69314718,11.503683,60.48571428571429,1,4.172857114246914,1.1542857
211220,-.69314718,10.013494,87,1,3.898857164382934,2.6397142
211260,-.69314718,10.212631,82.29032258064517,1,5.274516090270011,2.3929033
211365,0,5.9757161,31.4375,0,25.0253124833107,1.9696875
211710,1.0986123,5.3264885,17.15714285714286,0,16.07828576224191,.96342856
212220,-.69314718,10.013494,60.4,1,16.19857147761754,1.3125714
212260,-.69314718,10.212631,58.5,1,22.58677421077605,2.094516
212365,-.69314718,5.9757161,20.328125,0,107.4403119087219,1.2578125
212710,-.69314718,5.3264885,13.47142857142857,0,69.06342833382743,.13857143
220225,-.69314718,9.0818577,68.17142857142858,1,15.19371426446097,2.1537142
220230,0,8.6079473,72.68749999999999,1,2.506562512367964,2.795625
