caseid,presvote,partyid,age,fincome,female,white,BushFT,ClintonFT,PerotFT,candid,vote,FT,clintondummy,perotdummy,PIDxClinton,PIDxPerot,partisan,bushdummy,PIDxBush,votehat,altvotehat
5767,2,1,39,20,0,0,15,70,30,3,0,30,0,1,0,1,minor,0,0,.018845286,.93345731
5768,2,5,51,19,1,1,40,60,30,1,0,40,0,0,0,0,major,1,5,.24901904,.92549759
5768,2,5,51,19,1,1,40,60,30,2,1,60,1,0,5,0,major,0,0,.62058049,.96870875
5768,2,5,51,19,1,1,40,60,30,3,0,30,0,1,0,5,minor,0,0,.13040049,.86675668
5772,2,1,51,20,1,0,50,100,50,1,0,50,0,0,0,0,major,1,1,.0047708191,.95888412
5772,2,1,51,20,1,0,50,100,50,2,1,100,1,0,1,0,major,0,0,.98511493,.9997924
5772,2,1,51,20,1,0,50,100,50,3,0,50,0,1,0,1,minor,0,0,.010114239,.98017526
5773,2,3,37,10,1,0,5,45,10,1,0,5,0,0,0,0,major,1,3,.029360101,.57809001
5773,2,3,37,10,1,0,5,45,10,2,1,45,1,0,3,0,major,0,0,.91256315,.97705758
5773,2,3,37,10,1,0,5,45,10,3,0,10,0,1,0,3,minor,0,0,.058076747,.73048139
5774,1,7,47,22,0,1,70,30,15,1,1,70,0,0,0,0,major,1,7,.9642871,.98798043
5774,1,7,47,22,0,1,70,30,15,2,0,30,1,0,7,0,major,0,0,.015510546,.56936389
5774,1,7,47,22,0,1,70,30,15,3,0,15,0,1,0,7,minor,0,0,.020202322,.63263404
5775,2,2,25,15,1,1,30,60,50,1,0,30,0,0,0,0,major,1,2,.026102889,.86871278
5775,2,2,25,15,1,1,30,60,50,2,1,60,1,0,2,0,major,0,0,.81294537,.99517083
5775,2,2,25,15,1,1,30,60,50,3,0,50,0,1,0,2,minor,0,0,.16095176,.9760766
5776,2,1,59,5,0,1,50,60,30,1,0,50,0,0,0,0,major,1,1,.054873541,.95888412
5776,2,1,59,5,0,1,50,60,30,2,1,60,1,0,1,0,major,0,0,.91211987,.99742705
5776,2,1,59,5,0,1,50,60,30,3,0,30,0,1,0,1,minor,0,0,.033006594,.93345731
5778,1,5,27,19,0,1,70,40,85,1,1,70,0,0,0,0,major,1,5,.27504876,.98798043
5778,1,5,27,19,0,1,70,40,85,2,0,40,1,0,5,0,major,0,0,.029391315,.89778721
5778,1,5,27,19,0,1,70,40,85,3,0,85,0,1,0,5,minor,0,0,.69555992,.99521226
5779,2,1,25,13,1,1,15,70,15,1,0,15,0,0,0,0,major,1,1,.0034959672,.72007072
5779,2,1,25,13,1,1,15,70,15,2,1,70,1,0,1,0,major,0,0,.98909253,.99862784
5779,2,1,25,13,1,1,15,70,15,3,0,15,0,1,0,1,minor,0,0,.0074115251,.84504282
5781,2,1,29,14,0,1,60,60,40,1,0,60,0,0,0,0,major,1,1,.095643759,.97767019
5781,2,1,29,14,0,1,60,60,40,2,1,60,1,0,1,0,major,0,0,.84682626,.99742705
5781,2,1,29,14,0,1,60,60,40,3,0,40,0,1,0,1,minor,0,0,.057530001,.96341783
5782,1,6,58,6,0,1,70,50,0,1,1,70,0,0,0,0,major,1,6,.89564401,.98798043
5782,1,6,58,6,0,1,70,50,0,2,0,50,1,0,6,0,major,0,0,.095516264,.89760375
5782,1,6,58,6,0,1,70,50,0,3,0,0,0,1,0,6,minor,0,0,.0088397302,.44789946
5783,2,1,68,6,0,0,30,60,50,1,0,30,0,0,0,0,major,1,1,.014912514,.86871278
5783,2,1,68,6,0,0,30,60,50,2,1,60,1,0,1,0,major,0,0,.87365967,.99742705
5783,2,1,68,6,0,0,30,60,50,3,0,50,0,1,0,1,minor,0,0,.11142781,.98017526
5786,2,1,70,3,0,0,8,100,10,1,0,8,0,0,0,0,major,1,1,.00034330718,.62337542
5786,2,1,70,3,0,0,8,100,10,2,1,100,1,0,1,0,major,0,0,.99883115,.9997924
5786,2,1,70,3,0,0,8,100,10,3,0,10,0,1,0,1,minor,0,0,.00082553097,.79919988
5788,3,2,58,20,0,1,50,60,50,1,0,50,0,0,0,0,major,1,2,.08631286,.95888412
5788,3,2,58,20,0,1,50,60,50,2,0,60,1,0,2,0,major,0,0,.76268601,.99517083
5788,3,2,58,20,0,1,50,60,50,3,1,50,0,1,0,2,minor,0,0,.15100113,.9760766
5790,2,2,42,20,0,1,40,85,50,1,0,40,0,0,0,0,major,1,2,.011848792,.92549759
5790,2,2,42,20,0,1,40,85,50,2,1,85,1,0,2,0,major,0,0,.94923502,.9989962
5790,2,2,42,20,0,1,40,85,50,3,0,50,0,1,0,2,minor,0,0,.038916163,.9760766
5793,3,7,47,20,1,1,65,0,85,1,0,65,0,0,0,0,major,1,7,.29736403,.98360401
5793,3,7,47,20,1,1,65,0,85,2,0,0,1,0,7,0,major,0,0,.00099044654,.16653742
5793,3,7,47,20,1,1,65,0,85,3,1,85,0,1,0,7,minor,0,0,.70164549,.99298495
5795,2,3,27,18,1,1,30,60,50,1,0,30,0,0,0,0,major,1,3,.044161346,.86871278
5795,2,3,27,18,1,1,30,60,50,2,1,60,1,0,3,0,major,0,0,.73113304,.99095422
5795,2,3,27,18,1,1,30,60,50,3,0,50,0,1,0,3,minor,0,0,.22470561,.97115546
5796,2,2,31,15,0,1,15,60,30,1,0,15,0,0,0,0,major,1,2,.011680526,.72007072
5796,2,2,31,15,0,1,15,60,30,2,1,60,1,0,2,0,major,0,0,.93575478,.99517083
5796,2,2,31,15,0,1,15,60,30,3,0,30,0,1,0,2,minor,0,0,.052564673,.92048347
5798,2,1,59,22,1,1,15,85,0,1,0,15,0,0,0,0,major,1,1,.0013706178,.72007072
5798,2,1,59,22,1,1,15,85,0,2,1,85,1,0,1,0,major,0,0,.99749976,.99946612
5798,2,1,59,22,1,1,15,85,0,3,0,0,0,1,0,1,minor,0,0,.0011296131,.67948937
5799,2,1,69,15,1,1,40,85,70,1,0,40,0,0,0,0,major,1,1,.0060339216,.92549759
5799,2,1,69,15,1,1,40,85,70,2,1,85,1,0,1,0,major,0,0,.90932256,.99946612
5799,2,1,69,15,1,1,40,85,70,3,0,70,0,1,0,1,minor,0,0,.084643506,.99429423
5801,2,1,73,3,1,1,40,85,0,1,0,40,0,0,0,0,major,1,1,.0065844739,.92549759
5801,2,1,73,3,1,1,40,85,0,2,1,85,1,0,1,0,major,0,0,.99229181,.99946612
5801,2,1,73,3,1,1,40,85,0,3,0,0,0,1,0,1,minor,0,0,.0011237154,.67948937
5802,1,7,45,16,0,1,60,40,50,1,1,60,0,0,0,0,major,1,7,.70757014,.97767019
5802,1,7,45,16,0,1,60,40,50,2,0,40,1,0,7,0,major,0,0,.040113702,.71282238
5802,1,7,45,16,0,1,60,40,50,3,0,50,0,1,0,7,minor,0,0,.25231615,.93980575
5804,2,1,33,18,1,0,50,65,85,1,0,50,0,0,0,0,major,1,1,.023257954,.95888412
5804,2,1,33,18,1,0,50,65,85,2,1,65,1,0,1,0,major,0,0,.52970743,.99812084
5804,2,1,33,18,1,0,50,65,85,3,0,85,0,1,0,1,minor,0,0,.4470346,.99777412
5806,2,2,25,13,1,1,30,85,30,1,0,30,0,0,0,0,major,1,2,.0065295235,.86871278
5806,2,2,25,13,1,1,30,85,30,2,1,85,1,0,2,0,major,0,0,.98204732,.9989962
5806,2,2,25,13,1,1,30,85,30,3,0,30,0,1,0,2,minor,0,0,.011423158,.92048347
5807,3,5,26,5,0,1,60,50,100,1,0,60,0,0,0,0,major,1,5,.07358849,.97767019
5807,3,5,26,5,0,1,60,50,100,2,0,50,1,0,5,0,major,0,0,.027715435,.9428243
5807,3,5,26,5,0,1,60,50,100,3,1,100,0,1,0,5,minor,0,0,.89869606,.9981333
5808,1,7,71,3,1,1,85,0,0,1,1,85,0,0,0,0,major,1,7,.99590558,.99529278
5808,1,7,71,3,1,1,85,0,0,2,0,0,1,0,7,0,major,0,0,.00094114873,.16653742
5808,1,7,71,3,1,1,85,0,0,3,0,0,0,1,0,7,minor,0,0,.0031532566,.40100512
5809,2,4,28,16,0,0,40,50,50,1,0,40,0,0,0,0,major,1,4,.17440853,.92549759
5809,2,4,28,16,0,0,40,50,50,2,1,50,1,0,4,0,major,0,0,.43551254,.96876925
5809,2,4,28,16,0,0,40,50,50,3,0,50,0,1,0,4,minor,0,0,.39007893,.96525812
5813,2,1,49,2,1,0,0,100,70,1,0,0,0,0,0,0,major,1,1,.00020036634,.5
5813,2,1,49,2,1,0,0,100,70,2,1,100,1,0,1,0,major,0,0,.96488369,.9997924
5813,2,1,49,2,1,0,0,100,70,3,0,70,0,1,0,1,minor,0,0,.034915943,.99429423
5814,1,6,85,18,1,1,85,40,50,1,1,85,0,0,0,0,major,1,6,.89963269,.99529278
5814,1,6,85,18,1,1,85,40,50,2,0,40,1,0,6,0,major,0,0,.01986685,.8236106
5814,1,6,85,18,1,1,85,40,50,3,0,50,0,1,0,6,minor,0,0,.080500439,.94979894
5815,3,2,21,16,0,1,60,70,60,1,0,60,0,0,0,0,major,1,2,.08631286,.97767019
5815,3,2,21,16,0,1,60,70,60,2,0,70,1,0,2,0,major,0,0,.76268601,.99742192
5815,3,2,21,16,0,1,60,70,60,3,1,60,0,1,0,2,minor,0,0,.15100113,.98711294
5817,1,7,36,3,1,1,100,40,85,1,1,100,0,0,0,0,major,1,7,.79062682,.99816477
5817,1,7,36,3,1,1,100,40,85,2,0,40,1,0,7,0,major,0,0,.003608193,.71282238
5817,1,7,36,3,1,1,100,40,85,3,0,85,0,1,0,7,minor,0,0,.20576498,.99298495
5818,3,3,62,9,1,1,75,50,75,1,0,75,0,0,0,0,major,1,3,.33763433,.99119914
5818,3,3,62,9,1,1,75,50,75,2,0,50,1,0,3,0,major,0,0,.17493182,.98315138
5818,3,3,62,9,1,1,75,50,75,3,1,75,0,1,0,3,minor,0,0,.48743385,.99388731
5819,2,3,28,16,1,1,5,85,75,1,0,5,0,0,0,0,major,1,3,.0019771606,.57809001
5819,2,3,28,16,1,1,5,85,75,2,1,85,1,0,3,0,major,0,0,.76340026,.99811333
5819,2,3,28,16,1,1,5,85,75,3,0,75,0,1,0,3,minor,0,0,.23462257,.99388731
5820,2,1,29,4,1,1,50,100,70,1,0,50,0,0,0,0,major,1,1,.004652035,.95888412
5820,2,1,29,4,1,1,50,100,70,2,1,100,1,0,1,0,major,0,0,.9605875,.9997924
5820,2,1,29,4,1,1,50,100,70,3,0,70,0,1,0,1,minor,0,0,.034760479,.99429423
5823,1,7,37,14,0,1,50,25,40,1,1,50,0,0,0,0,major,1,7,.71532232,.95888412
5823,1,7,37,14,0,1,50,25,40,2,0,25,1,0,7,0,major,0,0,.029597117,.49108067
5823,1,7,37,14,0,1,50,25,40,3,0,40,0,1,0,7,minor,0,0,.25508055,.89266163
5824,3,2,38,17,0,1,30,30,15,1,0,30,0,0,0,0,major,1,2,.15657207,.86871278
5824,3,2,38,17,0,1,30,30,15,2,0,30,1,0,2,0,major,0,0,.73694205,.96888989
5824,3,2,38,17,0,1,30,30,15,3,1,15,0,1,0,2,minor,0,0,.1064859,.81818831
5826,1,5,34,24,0,1,85,60,100,1,1,85,0,0,0,0,major,1,5,.27208847,.99529278
5826,1,5,34,24,0,1,85,60,100,2,0,60,1,0,5,0,major,0,0,.039837774,.96870875
5826,1,5,34,24,0,1,85,60,100,3,0,100,0,1,0,5,minor,0,0,.68807375,.9981333
5827,2,2,29,18,1,1,70,80,40,1,0,70,0,0,0,0,major,1,2,.099003136,.98798043
5827,2,2,29,18,1,1,70,80,40,2,1,80,1,0,2,0,major,0,0,.87482107,.9986251
5827,2,2,29,18,1,1,70,80,40,3,0,40,0,1,0,2,minor,0,0,.026175795,.9560101
5828,2,2,48,14,1,0,60,85,85,1,0,60,0,0,0,0,major,1,2,.031076705,.97767019
5828,2,2,48,14,1,0,60,85,85,2,1,85,1,0,2,0,major,0,0,.70636982,.9989962
5828,2,2,48,14,1,0,60,85,85,3,0,85,0,1,0,2,minor,0,0,.26255348,.9973039
5829,2,1,46,8,1,0,50,100,50,1,0,50,0,0,0,0,major,1,1,.0047708191,.95888412
5829,2,1,46,8,1,0,50,100,50,2,1,100,1,0,1,0,major,0,0,.98511493,.9997924
5829,2,1,46,8,1,0,50,100,50,3,0,50,0,1,0,1,minor,0,0,.010114239,.98017526
5830,2,2,45,21,0,1,40,60,30,1,0,40,0,0,0,0,major,1,2,.053993009,.92549759
5830,2,2,45,21,0,1,40,60,30,2,1,60,1,0,2,0,major,0,0,.89569277,.99517083
5830,2,2,45,21,0,1,40,60,30,3,0,30,0,1,0,2,minor,0,0,.050314244,.92048347
5833,2,2,54,10,1,0,30,60,20,1,0,30,0,0,0,0,major,1,2,.030233629,.86871278
5833,2,2,54,10,1,0,30,60,20,2,1,60,1,0,2,0,major,0,0,.94159269,.99517083
5833,2,2,54,10,1,0,30,60,20,3,0,20,0,1,0,2,minor,0,0,.028173689,.86045313
5836,2,1,37,22,1,0,40,95,70,1,0,40,0,0,0,0,major,1,1,.0033562474,.92549759
5836,2,1,37,22,1,0,40,95,70,2,1,95,1,0,1,0,major,0,0,.94956249,.99971557
5836,2,1,37,22,1,0,40,95,70,3,0,70,0,1,0,1,minor,0,0,.047081251,.99429423
5838,2,5,34,15,0,1,30,80,95,1,0,30,0,0,0,0,major,1,5,.013077582,.86871278
5838,2,5,34,15,0,1,30,80,95,2,1,80,1,0,5,0,major,0,0,.21564867,.99091834
5838,2,5,34,15,0,1,30,80,95,3,0,95,0,1,0,5,minor,0,0,.77127373,.99744403
5839,3,4,43,20,0,1,15,60,70,1,0,15,0,0,0,0,major,1,4,.016205424,.72007072
5839,3,4,43,20,0,1,15,60,70,2,0,60,1,0,4,0,major,0,0,.3668789,.9831183
5839,3,4,43,20,0,1,15,60,70,3,1,70,0,1,0,4,minor,0,0,.61691564,.98989129
5840,3,3,25,2,1,1,50,50,85,1,0,50,0,0,0,0,major,1,3,.060274243,.95888412
5840,3,3,25,2,1,1,50,50,85,2,0,50,1,0,3,0,major,0,0,.15081069,.98315138
5840,3,3,25,2,1,1,50,50,85,3,1,85,0,1,0,3,minor,0,0,.78891504,.99673468
5843,1,7,25,15,0,1,85,60,50,1,1,85,0,0,0,0,major,1,7,.89668655,.99529278
5843,1,7,25,15,0,1,85,60,50,2,0,60,1,0,7,0,major,0,0,.037101228,.89742005
5843,1,7,25,15,0,1,85,60,50,3,0,50,0,1,0,7,minor,0,0,.066212207,.93980575
5845,1,7,29,20,1,1,85,40,30,1,1,85,0,0,0,0,major,1,7,.96834493,.99529278
5845,1,7,29,20,1,1,85,40,30,2,0,40,1,0,7,0,major,0,0,.011367767,.71282238
5845,1,7,29,20,1,1,85,40,30,3,0,30,0,1,0,7,minor,0,0,.020287333,.81582993
5846,1,1,50,14,0,1,85,30,70,1,1,85,0,0,0,0,major,1,1,.47590858,.99529278
5846,1,1,50,14,0,1,85,30,70,2,0,30,1,0,1,0,major,0,0,.13186494,.98321742
5846,1,1,50,14,0,1,85,30,70,3,0,70,0,1,0,1,minor,0,0,.39222649,.99429423
5847,2,1,54,10,1,0,50,60,50,1,0,50,0,0,0,0,major,1,1,.050652821,.95888412
5847,2,1,54,10,1,0,50,60,50,2,1,60,1,0,1,0,major,0,0,.8419621,.99742705
5847,2,1,54,10,1,0,50,60,50,3,0,50,0,1,0,1,minor,0,0,.10738506,.98017526
5850,2,2,29,20,1,1,40,70,50,1,0,40,0,0,0,0,major,1,2,.028226037,.92549759
5850,2,2,29,20,1,1,40,70,50,2,1,70,1,0,2,0,major,0,0,.87906837,.99742192
5850,2,2,29,20,1,1,40,70,50,3,0,50,0,1,0,2,minor,0,0,.092705563,.9760766
5851,2,3,20,8,0,1,30,70,50,1,0,30,0,0,0,0,major,1,3,.026903395,.86871278
5851,2,3,20,8,0,1,30,70,50,2,1,70,1,0,3,0,major,0,0,.83620441,.99516124
5851,2,3,20,8,0,1,30,70,50,3,0,50,0,1,0,3,minor,0,0,.1368922,.97115546
5852,3,5,31,8,1,1,50,60,50,1,0,50,0,0,0,0,major,1,5,.30206564,.95888412
5852,3,5,31,8,1,1,50,60,50,2,0,60,1,0,5,0,major,0,0,.40097347,.96870875
5852,3,5,31,8,1,1,50,60,50,3,1,50,0,1,0,5,minor,0,0,.29696089,.95820683
5853,1,7,46,20,0,1,85,30,50,1,1,85,0,0,0,0,major,1,7,.92584532,.99529278
5853,1,7,46,20,0,1,85,30,50,2,0,30,1,0,7,0,major,0,0,.0057893828,.56936389
5853,1,7,46,20,0,1,85,30,50,3,0,50,0,1,0,7,minor,0,0,.068365321,.93980575
5854,2,3,29,20,0,1,5,65,40,1,0,5,0,0,0,0,major,1,3,.0080881529,.57809001
5854,2,3,29,20,0,1,5,65,40,2,1,65,1,0,3,0,major,0,0,.88604796,.99338192
5854,2,3,29,20,0,1,5,65,40,3,0,40,0,1,0,3,minor,0,0,.10586388,.94718462
5857,2,2,35,20,1,1,40,80,50,1,0,40,0,0,0,0,major,1,2,.015935447,.92549759
5857,2,2,35,20,1,1,40,80,50,2,1,80,1,0,2,0,major,0,0,.93172616,.9986251
5857,2,2,35,20,1,1,40,80,50,3,0,50,0,1,0,2,minor,0,0,.052338369,.9760766
5858,2,1,26,15,1,1,70,80,75,1,0,70,0,0,0,0,major,1,1,.048716292,.98798043
5858,2,1,26,15,1,1,70,80,75,2,1,80,1,0,1,0,major,0,0,.80977273,.99926865
5858,2,1,26,15,1,1,70,80,75,3,0,75,0,1,0,1,minor,0,0,.14151096,.99582928
5862,2,2,32,15,1,0,40,85,50,1,0,40,0,0,0,0,major,1,2,.011848792,.92549759
5862,2,2,32,15,1,0,40,85,50,2,1,85,1,0,2,0,major,0,0,.94923502,.9989962
5862,2,2,32,15,1,0,40,85,50,3,0,50,0,1,0,2,minor,0,0,.038916163,.9760766
5863,3,6,29,21,0,1,50,50,75,1,0,50,0,0,0,0,major,1,6,.18890522,.95888412
5863,3,6,29,21,0,1,50,50,75,2,0,50,1,0,6,0,major,0,0,.071004905,.89760375
5863,3,6,29,21,0,1,50,50,75,3,1,75,0,1,0,6,minor,0,0,.74008989,.98917383
5864,3,4,53,24,0,1,0,30,50,1,0,0,0,0,0,0,major,1,4,.026606536,.5
5864,3,4,53,24,0,1,0,30,50,2,0,30,1,0,4,0,major,0,0,.23416598,.89797032
5864,3,4,53,24,0,1,0,30,50,3,1,50,0,1,0,4,minor,0,0,.73922747,.96525812
5865,2,3,55,19,0,1,50,60,60,1,0,50,0,0,0,0,major,1,3,.11893924,.95888412
5865,2,3,55,19,0,1,50,60,60,2,1,60,1,0,3,0,major,0,0,.55869752,.99095422
5865,2,3,55,19,0,1,50,60,60,3,0,60,0,1,0,3,minor,0,0,.32236323,.98442578
5867,3,3,28,14,0,1,70,60,70,1,0,70,0,0,0,0,major,1,3,.2648007,.98798043
5867,3,3,28,14,0,1,70,60,70,2,0,60,1,0,3,0,major,0,0,.35291347,.99095422
5867,3,3,28,14,0,1,70,60,70,3,1,70,0,1,0,3,minor,0,0,.38228583,.99164343
5868,2,1,48,12,1,1,15,85,85,1,0,15,0,0,0,0,major,1,1,.0011073776,.72007072
5868,2,1,48,12,1,1,15,85,85,2,1,85,1,0,1,0,major,0,0,.80592042,.99946612
5868,2,1,48,12,1,1,15,85,85,3,0,85,0,1,0,1,minor,0,0,.1929722,.99777412
5871,1,5,64,22,0,1,80,50,75,1,1,80,0,0,0,0,major,1,5,.54813766,.99356151
5871,1,5,64,22,0,1,80,50,75,2,0,50,1,0,5,0,major,0,0,.058573198,.9428243
5871,1,5,64,22,0,1,80,50,75,3,0,75,0,1,0,5,minor,0,0,.39328915,.99104917
5873,3,4,64,23,0,1,0,85,100,1,0,0,0,0,0,0,major,1,4,.0010750486,.5
5873,3,4,64,23,0,1,0,85,100,2,0,85,1,0,4,0,major,0,0,.30233991,.99645686
5873,3,4,64,23,0,1,0,85,100,3,1,100,0,1,0,4,minor,0,0,.69658506,.99845904
5874,2,1,72,2,1,1,15,80,70,1,0,15,0,0,0,0,major,1,1,.0016669482,.72007072
5874,2,1,72,2,1,1,15,80,70,2,1,80,1,0,1,0,major,0,0,.88540697,.99926865
5874,2,1,72,2,1,1,15,80,70,3,0,70,0,1,0,1,minor,0,0,.11292608,.99429423
5875,2,1,40,10,1,1,15,90,5,1,0,15,0,0,0,0,major,1,1,.0010006947,.72007072
5875,2,1,40,10,1,1,15,90,5,2,1,90,1,0,1,0,major,0,0,.99786925,.9996103
5875,2,1,40,10,1,1,15,90,5,3,0,5,0,1,0,1,minor,0,0,.0011300315,.74390477
5876,2,2,36,11,1,1,80,70,70,1,0,80,0,0,0,0,major,1,2,.22527884,.99356151
5876,2,2,36,11,1,1,80,70,70,2,1,70,1,0,2,0,major,0,0,.5647915,.99742192
5876,2,2,36,11,1,1,80,70,70,3,0,70,0,1,0,2,minor,0,0,.20992966,.99309397
5877,2,2,57,19,0,1,40,40,100,1,0,40,0,0,0,0,major,1,2,.012150107,.92549759
5877,2,2,57,19,0,1,40,40,100,2,1,40,1,0,2,0,major,0,0,.057187237,.98318446
5877,2,2,57,19,0,1,40,40,100,3,0,100,0,1,0,2,minor,0,0,.93066263,.99895012
5878,2,3,68,14,0,1,50,50,0,1,0,50,0,0,0,0,major,1,3,.28058532,.95888412
5878,2,3,68,14,0,1,50,50,0,2,1,50,1,0,3,0,major,0,0,.70204556,.98315138
5878,2,3,68,14,0,1,50,50,0,3,0,0,0,1,0,3,minor,0,0,.017369118,.59078008
5880,2,6,68,3,1,1,60,50,60,1,0,60,0,0,0,0,major,1,6,.49714693,.97767019
5880,2,6,68,3,1,1,60,50,60,2,1,50,1,0,6,0,major,0,0,.09953548,.89760375
5880,2,6,68,3,1,1,60,50,60,3,0,60,0,1,0,6,minor,0,0,.40331757,.97261757
5882,1,6,37,19,1,1,100,15,50,1,1,100,0,0,0,0,major,1,6,.96472591,.99816477
5882,1,6,37,19,1,1,100,15,50,2,0,15,1,0,6,0,major,0,0,.0017149943,.49157983
5882,1,6,37,19,1,1,100,15,50,3,0,50,0,1,0,6,minor,0,0,.03355908,.94979894
5884,2,1,61,17,0,1,50,70,60,1,0,50,0,0,0,0,major,1,1,.027634824,.95888412
5884,2,1,61,17,0,1,50,70,60,2,1,70,1,0,1,0,major,0,0,.86237645,.99862784
5884,2,1,61,17,0,1,50,70,60,3,0,60,0,1,0,1,minor,0,0,.10998873,.98934144
5886,2,1,33,22,0,1,30,85,30,1,0,30,0,0,0,0,major,1,1,.0034959672,.86871278
5886,2,1,33,22,0,1,30,85,30,2,1,85,1,0,1,0,major,0,0,.98909253,.99946612
5886,2,1,33,22,0,1,30,85,30,3,0,30,0,1,0,1,minor,0,0,.0074115251,.93345731
5887,1,7,56,22,1,0,85,15,30,1,1,85,0,0,0,0,major,1,7,.97715276,.99529278
5887,1,7,56,22,1,0,85,15,30,2,0,15,1,0,7,0,major,0,0,.0023753601,.33949259
5887,1,7,56,22,1,0,85,15,30,3,0,30,0,1,0,7,minor,0,0,.020471863,.81582993
5889,1,7,49,17,1,1,100,30,70,1,1,100,0,0,0,0,major,1,7,.9061206,.99816477
5889,1,7,49,17,1,1,100,30,70,2,0,30,1,0,7,0,major,0,0,.002202688,.56936389
5889,1,7,49,17,1,1,100,30,70,3,0,70,0,1,0,7,minor,0,0,.091676712,.98215187
5892,2,1,23,3,0,0,40,98,30,1,0,40,0,0,0,0,major,1,1,.0029078217,.92549759
5892,2,1,23,3,0,0,40,98,30,2,1,98,1,0,1,0,major,0,0,.99380851,.9997645
5892,2,1,23,3,0,0,40,98,30,3,0,30,0,1,0,1,minor,0,0,.0032836492,.93345731
5893,2,3,32,17,0,1,40,100,70,1,0,40,0,0,0,0,major,1,3,.0083262911,.92549759
5893,2,3,32,17,0,1,40,100,70,2,1,100,1,0,3,0,major,0,0,.91213572,.99926573
5893,2,3,32,17,0,1,40,100,70,3,0,70,0,1,0,3,minor,0,0,.079537958,.99164343
5894,3,6,26,17,0,1,70,0,70,1,0,70,0,0,0,0,major,1,6,.5507102,.98798043
5894,3,6,26,17,0,1,70,0,70,2,0,0,1,0,6,0,major,0,0,.0025183074,.27319023
5894,3,6,26,17,0,1,70,0,70,3,1,70,0,1,0,6,minor,0,0,.4467715,.98522544
5896,3,4,34,20,0,1,60,60,70,1,0,60,0,0,0,0,major,1,4,.21897776,.97767019
5896,3,4,34,20,0,1,60,60,70,2,0,60,1,0,4,0,major,0,0,.29126057,.9831183
5896,3,4,34,20,0,1,60,60,70,3,1,70,0,1,0,4,minor,0,0,.48976165,.98989129
5897,2,3,44,24,1,1,40,70,60,1,0,40,0,0,0,0,major,1,3,.044161346,.92549759
5897,2,3,44,24,1,1,40,70,60,2,1,70,1,0,3,0,major,0,0,.73113304,.99516124
5897,2,3,44,24,1,1,40,70,60,3,0,60,0,1,0,3,minor,0,0,.22470561,.98442578
5898,2,1,82,13,1,1,0,100,50,1,0,0,0,0,0,0,major,1,1,.00020550592,.5
5898,2,1,82,13,1,1,0,100,50,2,1,100,1,0,1,0,major,0,0,.98963386,.9997924
5898,2,1,82,13,1,1,0,100,50,3,0,50,0,1,0,1,minor,0,0,.010160635,.98017526
5899,2,2,35,14,0,1,25,50,25,1,0,25,0,0,0,0,major,1,2,.039247479,.82845086
5899,2,2,35,14,0,1,25,50,25,2,1,50,1,0,2,0,major,0,0,.8920905,.9909721
5899,2,2,35,14,0,1,25,50,25,3,0,25,0,1,0,2,minor,0,0,.068661995,.89416379
5900,2,2,57,21,0,1,70,85,70,1,0,70,0,0,0,0,major,1,2,.067309588,.98798043
5900,2,2,57,21,0,1,70,85,70,2,1,85,1,0,2,0,major,0,0,.81493479,.9989962
5900,2,2,57,21,0,1,70,85,70,3,0,70,0,1,0,2,minor,0,0,.11775561,.99309397
5901,2,1,58,18,0,0,0,85,40,1,0,0,0,0,0,0,major,1,1,.00052647898,.5
5901,2,1,58,18,0,0,0,85,40,2,1,85,1,0,1,0,major,0,0,.98560834,.99946612
5901,2,1,58,18,0,0,0,85,40,3,0,40,0,1,0,1,minor,0,0,.013865205,.96341783
5902,2,1,25,4,1,0,10,55,45,1,0,10,0,0,0,0,major,1,1,.0058506057,.65246111
5902,2,1,25,4,1,0,10,55,45,2,1,55,1,0,1,0,major,0,0,.88169652,.9964779
5902,2,1,25,4,1,0,10,55,45,3,0,45,0,1,0,1,minor,0,0,.11245284,.97303456
5904,1,7,67,2,0,1,85,30,0,1,1,85,0,0,0,0,major,1,7,.99066859,.99529278
5904,1,7,67,2,0,1,85,30,0,2,0,30,1,0,7,0,major,0,0,.006194728,.56936389
5904,1,7,67,2,0,1,85,30,0,3,0,0,0,1,0,7,minor,0,0,.0031366751,.40100512
5905,2,5,41,14,0,1,70,70,60,1,0,70,0,0,0,0,major,1,5,.44828418,.98798043
5905,2,5,41,14,0,1,70,70,60,2,1,70,1,0,5,0,major,0,0,.31696877,.9830851
5905,2,5,41,14,0,1,70,70,60,3,0,60,0,1,0,5,minor,0,0,.23474704,.97729504
5906,3,2,29,12,0,1,40,60,85,1,0,40,0,0,0,0,major,1,2,.021112034,.92549759
5906,3,2,29,12,0,1,40,60,85,2,0,60,1,0,2,0,major,0,0,.35022861,.99517083
5906,3,2,29,12,0,1,40,60,85,3,1,85,0,1,0,2,minor,0,0,.62865937,.9973039
5907,2,3,68,18,0,0,40,70,70,1,0,40,0,0,0,0,major,1,3,.036888693,.92549759
5907,2,3,68,18,0,0,40,70,70,2,1,70,1,0,3,0,major,0,0,.61072737,.99516124
5907,2,3,68,18,0,0,40,70,70,3,0,70,0,1,0,3,minor,0,0,.35238394,.99164343
5909,1,4,30,14,0,1,70,40,15,1,1,70,0,0,0,0,major,1,4,.80756074,.98798043
5909,1,4,30,14,0,1,70,40,15,2,0,40,1,0,4,0,major,0,0,.16233163,.94293189
