"","countyname","county_fips","state_abbv","state_fips","county_name","fips_class","state_name","county","population","growthSince2010","cases","deaths","areaSqMi","geometry","PopDen","CasesPer10K","CasesByDensity","CP10K"
"1","Adams","42001","PA","42","Adams County","H1","Pennsylvania","Adams",102811,1.3186,75,75,518.67,list(list(c(1893022.70362698, 1897063.48262874, 1910348.99109908, 1913761.69062165, 1916495.64518753, 1920598.08400223, 1923289.54545567, 1927771.14451488, 1934338.95757029, 1933992.70735391, 1934833.12940689, 1933876.48417813, 1935650.28755679, 1936342.97847613, 1937552.8455267, 1935899.5985337, 1934611.51214976, 1937940.89884412, 1934027.38043852, 1933116.56923257, 1933062.43241007, 1920186.54659213, 1920180.58618347, 1918309.85515246, 1918024.22961412, 1900390.14826907, 1893022.70362698, -301317.425836152, 
-294299.699773733, -286941.159781019, -285441.374952258, -279937.880838297, -280623.06836981, -282767.064461866, -283210.856535884, -290495.184359147, -290345.895595723, -292569.995395156, -294496.121219015, -297381.983455449, -297052.144452942, -298704.055648194, -300248.644893967, -302548.340210698, -314548.498881219, -315661.716614183, -315901.715061935, -315929.134943792, -319648.751401039, -319650.461548277, -320186.912875367, -320268.714035737, -325292.956357494, -301317.425836152))),198.220448454701,7.29493925747245,0.378366614467324,7.3
"2","Allegheny","42003","PA","42","Allegheny County","H1","Pennsylvania","Allegheny",1218452,-0.4508,1407,1407,730.08,list(list(c(1651431.89753566, 1652461.44533561, 1652634.0366455, 1654187.35703165, 1654366.10735742, 1657127.32835983, 1655278.91424645, 1661527.37642284, 1670594.04692112, 1674314.65742455, 1681366.21020554, 1682700.47645534, 1689205.11232933, 1692425.98348251, 1692454.15666192, 1693442.66138302, 1692136.05442085, 1691737.39483688, 1689701.83985601, 1688672.14590804, 1688218.42642509, 1688212.19372714, 1688413.69768299, 1688794.10357552, 1689589.91307259, 1689660.74959803, 1693366.57043726, 1695489.64272686, 
1697639.52209524, 1696311.52239929, 1696849.67589506, 1696147.69380148, 1695508.69651961, 1694017.84367949, 1693732.68408848, 1694249.28029292, 1694378.47715554, 1695570.06261249, 1694232.24370844, 1695307.8115334, 1694393.26328776, 1696689.00164212, 1690201.52422475, 1688159.26434706, 1682437.09978756, 1681131.63835191, 1682274.90857482, 1684279.83506075, 1685217.80657633, 1661130.05218995, 1642962.91826281, 1651431.89753566, -292434.782021743, -291223.759589748, -290541.089895448, -289205.287893438, 
-287648.470042247, -286496.090897001, -279945.421169804, -278316.297454843, -276352.114199338, -275310.738507838, -273783.054236212, -273309.486202968, -272009.656102505, -271132.95405388, -271127.172410574, -273994.303238154, -276941.092097708, -278440.40894835, -279995.404637887, -280949.41203824, -282123.672884833, -282474.969638882, -283692.503432092, -284381.021392346, -285570.506911131, -285675.025048105, -285636.963193805, -287013.383083906, -297021.299126283, -299843.548910162, -300099.139008046, 
-301561.479779816, -301853.288834932, -302701.535847149, -304775.851438731, -311566.441776447, -313581.714674075, -314259.377262561, -315465.973682482, -317546.136341726, -320165.997802621, -321072.790603619, -326203.161593967, -327054.759590218, -325992.384229594, -324461.296810266, -323191.823744785, -322342.567235309, -321099.805672771, -317850.236486219, -305651.89879757, -292434.782021743))),1668.92943239097,11.547438881466,0.843055417858069,11.5
"3","Armstrong","42005","PA","42","Armstrong County","H1","Pennsylvania","Armstrong",65263,-5.2305,12,12,653.2,list(list(c(1692425.98348251, 1679452.75019193, 1680583.64478739, 1680526.27090001, 1681808.08618097, 1682339.51975268, 1685031.42197733, 1684667.34741077, 1688810.65956052, 1690508.47493509, 1690513.91069399, 1692160.40276485, 1692922.18272252, 1690023.99493349, 1690248.74896839, 1692866.98741395, 1693859.37577803, 1695634.12966295, 1696580.82646198, 1698258.75533689, 1698566.69739475, 1700446.77153093, 1700398.36448416, 1703058.59652466, 1703788.17539162, 1705724.97890927, 1705678.25753352, 1709891.33844429, 
1710196.54786545, 1710145.42853884, 1713813.21165656, 1714927.37778589, 1716450.75448304, 1717846.89423564, 1720969.50042535, 1721412.11697445, 1724703.89992268, 1728341.96959245, 1715825.67549246, 1713762.81661492, 1712969.53415991, 1712350.73580645, 1710474.25381943, 1709316.62996985, 1705909.35528115, 1704616.60140515, 1705717.87401517, 1704358.4726805, 1703573.37888732, 1702208.98379921, 1702164.51142298, 1700990.54202808, 1699987.80897827, 1697445.30502408, 1696984.60385382, 1694152.78320027, 
1692454.15666192, 1692425.98348251, -271132.95405388, -216586.384357816, -217445.006064969, -219419.435531277, -222274.742102828, -224741.713728947, -227170.616656035, -229297.781335492, -230055.840084401, -229758.191918588, -232852.457288898, -232681.896460984, -233490.377637544, -234878.878605561, -236414.774959823, -236347.97592303, -234319.591736351, -234502.160805125, -233738.192146923, -234372.532127379, -232936.488808923, -233482.262634891, -231475.789697263, -231278.39778327, -232178.517590136, 
-230842.054373338, -229118.457711533, -230368.293968753, -232065.67431308, -228329.730959853, -227292.746795309, -225615.424895082, -225709.537807768, -223069.065679852, -219762.291767667, -219811.406602969, -234889.411888443, -249596.517481976, -281268.650801301, -281870.054730116, -281303.313983577, -282771.173846108, -281196.141954159, -281530.013346294, -279890.743263945, -277953.970114577, -275546.501328922, -275223.752325216, -276191.677830532, -274744.334052445, -272475.167106577, -274174.311941646, 
-272662.032366285, -271616.67055192, -270450.008167948, -269503.476173406, -271127.172410574, -271132.95405388))),99.9127372933252,1.83871412592127,0.120104806705178,1.8
"4","Beaver","42007","PA","42","Beaver County","H1","Pennsylvania","Beaver",164742,-3.4598,148,148,434.71,list(list(c(1626557.22229244, 1626560.90435667, 1626002.50138759, 1622140.73943063, 1621921.67973019, 1620708.30972788, 1620690.21008411, 1620658.40182992, 1649828.03738651, 1655278.91424645, 1657127.32835983, 1654366.10735742, 1654187.35703165, 1652634.0366455, 1652461.44533561, 1651431.89753566, 1642962.91826281, 1630049.0454688, 1629028.39474361, 1629028.14973263, 1627217.24242229, 1627215.01445073, 1626557.22229244, -293674.851692794, -293673.265225179, -291229.786469811, -274501.500742542, -273527.701526638, 
-268305.101002555, -268204.063256657, -268066.028024441, -260451.201741006, -279945.421169804, -286496.090897001, -287648.470042247, -289205.287893438, -290541.089895448, -291223.759589748, -292434.782021743, -305651.89879757, -308825.75935793, -304406.155638633, -304406.215225203, -296531.174053907, -296533.097218065, -293674.851692794))),378.969887971291,8.98374427893312,0.390532347549502,9
"5","Bedford","42009","PA","42","Bedford County","H1","Pennsylvania","Bedford",48176,-3.0391,0,0,1012.3,list(list(c(1791256.48982242, 1791300.86560257, 1784497.12528086, 1784917.94077843, 1786056.99024335, 1787332.44953318, 1787976.98035183, 1788698.95818852, 1787450.45726793, 1788770.3839067, 1797082.64599911, 1799187.18933509, 1805071.90371035, 1804579.74078264, 1808428.24059631, 1818078.1929444, 1819083.12078997, 1822832.16675844, 1832740.86361357, 1831994.76762339, 1829076.14077557, 1829898.6582185, 1831913.63012839, 1831716.017861, 1830525.28437061, 1831379.59796177, 1830608.22637665, 1829203.47100964, 
1828783.82806556, 1827560.02709079, 1824935.94705336, 1820152.42144948, 1818289.66307382, 1812042.85702995, 1811317.71882947, 1808907.4613038, 1796776.56582573, 1789818.96301419, 1791256.48982242, -346531.502230142, -343265.503817526, -318059.01808323, -315842.033906321, -316157.870058393, -299406.712605807, -295557.409922413, -293450.095793694, -291207.853548467, -285597.518395024, -287321.482590624, -287398.775644578, -290785.53282535, -284201.484666351, -285257.690659514, -287516.864821377, -280767.765234782, 
