country,ccode,year,exptorev,lnpop,lngnp,lnimports,lnexports,democracy
GERMANY,431,1960,1.0723825,10.88506,7.1507015,0.010346348,0.13234319,10
GERMANY,431,1961,1.0030903,10.897276,7.2477927,0.089932106,0.23799276,10
GERMANY,431,1962,1.0071257,10.910843,7.3362856,0.20538686,0.28246853,10
GERMANY,431,1963,1.0093039,10.922876,7.4181809,0.26382476,0.37953168,10
GERMANY,431,1964,1.0004884,10.934837,7.4905295,0.37932646,0.48335165,10
GERMANY,431,1965,1.0106491,10.947978,7.558517,0.55801451,0.58176857,10
GERMANY,431,1966,1.0143545,10.959279,7.6285176,0.58906358,0.69982487,10
GERMANY,431,1967,1.1319412,10.962996,7.6328855,0.55106509,0.77638477,10
GERMANY,431,1968,1.0676622,10.968457,7.7133379,0.71832752,0.92433828,10
GERMANY,431,1969,1.04949,10.990904,7.8288345,0.92916745,1.0855271,10
GERMANY,431,1970,1.0571167,11.012875,8.0992508,1.1105409,1.2484393,10
GERMANY,431,1971,1.0771492,11.023372,8.3121347,1.2529629,1.3802009,10
GERMANY,431,1972,1.0407814,11.029552,8.4875584,1.3987663,1.5500275,10
GERMANY,431,1973,1.0285108,11.034406,8.6367521,1.7137799,1.9252846,10
GERMANY,431,1974,1.0852207,11.035551,8.7285881,1.949347,2.2037587,10
GERMANY,431,1975,1.1985831,11.029147,8.8128433,2.0138893,2.1990674,10
GERMANY,431,1976,1.212545,11.02676,8.9239912,2.1771238,2.3221622,10
GERMANY,431,1977,1.1414747,11.0244,9.0618401,2.3172274,2.4688704,10
GERMANY,431,1978,1.1499738,11.023894,9.1695185,2.4994175,2.6564271,10
GERMANY,431,1979,1.139576,11.0258,9.4091911,2.7707808,2.8442521,10
GERMANY,431,1980,1.1441604,11.027783,9.5170898,2.933511,2.9595816,10
GERMANY,431,1981,1.1918632,11.029488,9.5067348,2.7967567,2.8684101,10
GERMANY,431,1982,1.0585337,11.029034,9.4173546,2.7432241,2.8703675,10
GERMANY,431,1983,1.0595357,11.025507,9.3431215,2.6281407,2.7719636,10
GERMANY,431,1984,1.0669047,11.021592,9.3200912,2.6325362,2.7811768,10
GERMANY,431,1985,1.0239817,11.018875,9.3001814,2.6751826,2.8545141,10
GERMANY,431,1986,1.0210782,11.019416,9.3984785,2.8639138,3.1399624,10
GERMANY,431,1987,1.0333951,11.021428,9.5777578,3.03601,3.3253598,10
GERMANY,431,1988,1.049735,11.025458,9.8271465,3.1301758,3.4281313,10
GERMANY,431,1989,0.99929774,11.029066,9.9257383,3.2099159,3.4796388,10
GREECE,450,1950,1.8878251,8.9314194,4.94876,-3.1512172,-4.7105308,4
GREECE,450,1951,1.7436273,8.9402361,5.0369525,-3.2238884,-4.5853677,4
GREECE,450,1952,1.3908827,8.9532518,5.1119876,-3.3639016,-4.4228487,4
GREECE,450,1953,1.2058183,8.964056,5.187386,-3.5199809,-4.3275385,4
GREECE,450,1954,1.2593263,8.9747448,5.3936276,-3.4112477,-4.18646,4
GREECE,450,1955,1.0150777,8.9829378,5.5645204,-3.2649198,-4.000854,4
GREECE,450,1956,1.0151211,8.9910641,5.7104268,-3.0704558,-3.9633164,4
GREECE,450,1957,0.99948162,8.9991255,5.8377304,-2.9469421,-3.8167129,4
GREECE,450,1958,0.98666716,9.0085917,5.9532433,-2.8735147,-3.763603,4
GREECE,450,1959,1.1666071,9.0189381,6.0378709,-2.8699811,-3.8922203,4
GREECE,450,1960,1.1980399,9.0276184,6.1158919,-2.6564069,-3.8971343,4
GREECE,450,1961,1.161235,9.0362253,6.1882639,-2.6394575,-3.8031685,4
GREECE,450,1962,1.1388012,9.0405006,6.2557502,-2.6578324,-3.6888795,4
GREECE,450,1963,1.130246,9.0447578,6.3189683,-2.5207412,-3.5404594,4
GREECE,450,1964,1.165,9.0489969,6.4345465,-2.4247527,-3.476999,4
GREECE,450,1965,1.1202629,9.055089,6.5381398,-2.1768339,-3.4173267,4
GREECE,450,1966,1.0910732,9.0611439,6.6320019,-2.1012783,-3.2039871,4
GREECE,450,1967,1,9.072916,6.694562,-2.1319988,-3.0057826,-7
GREECE,450,1968,0.96614009,9.0756655,6.7546039,-1.9704077,-3.061872,-7
GREECE,450,1969,0.95107591,9.079092,6.8384051,-1.8363385,-2.8931756,-7
GREECE,450,1970,0.93565202,9.0813704,7.0475173,-1.6306615,-2.7441957,-7
GREECE,450,1971,0.93270642,9.0881729,7.2211051,-1.5616006,-2.7150748,-7
GREECE,450,1972,0.90360045,9.0926819,7.3689704,-1.4498733,-2.4406984,-7
GREECE,450,1973,1.303068,9.0967236,7.4977617,-1.0575663,-1.9282666,-7
GREECE,450,1975,1.1948726,9.1100779,7.7579064,-0.77067637,-1.4792873,8
GREECE,450,1976,1.1824132,9.123147,7.8516612,-0.7121262,-1.3633593,8
GREECE,450,1977,1.173723,9.1342154,7.9895606,-0.3778986,-1.2888048,8
GREECE,450,1978,1.1776639,9.1453753,8.0925455,-0.26827168,-1.0861897,8
GREECE,450,1979,1.1939002,9.1531353,8.3284512,-0.030696334,-0.9474203,8
GREECE,450,1980,1.4578964,9.1694145,8.4162674,0.056474835,-0.65027928,8
GREECE,450,1981,1.4286097,9.1839962,8.3938951,-0.12669767,-0.8561368,8
GREECE,450,1982,1.3454378,9.1892185,8.3617086,0.002596581,-0.84443527,8
GREECE,450,1983,1.4008794,9.1945162,8.286521,-0.17435342,-0.89013577,8
GREECE,450,1984,1.3827636,9.1996841,8.2374792,-0.14803608,-0.82234514,8
GREECE,450,1985,1.5334655,9.2049255,8.1747026,-0.067636654,-0.84559929,8
GREECE,450,1986,1.3757286,9.2102404,8.2940493,-0.11249705,-0.795623,10
GREECE,450,1987,1.4181803,9.2154274,8.3015213,0.10544049,-0.57767791,10
GREECE,450,1988,1.5687697,9.2206869,8.4742861,0.18273814,-0.52205515,10
GREECE,450,1989,1.7571331,9.2259188,8.5904436,0.29274428,-0.49856773,10
GREECE,450,1990,1.7051909,9.231123,8.6995144,0.50464654,-0.43726543,10
GREECE,450,1991,1.5196652,9.2360077,8.7671738,0.52667928,-0.36947075,10
GREECE,450,1992,1.3383834,9.2419357,8.8375359,0.56741387,-0.49823856,10
GREECE,450,1993,1.5460185,9.2476358,8.9078827,0.4453907,-0.67099434,10
GREECE,450,1994,1.9103764,9.2489843,8.978282,0.50748003,-0.62773401,10
ICELAND,510,1950,0.87663704,4.9628448,5.9989367,-5.5727544,-5.7763534,10
ICELAND,510,1951,0.86161011,4.9767337,6.2186003,-5.1672893,-5.4036779,10
ICELAND,510,1952,0.8514629,4.9972124,6.3985949,-5.1849885,-5.5467787,10
ICELAND,510,1953,0.83026868,5.0172796,6.5525079,-4.9908328,-5.4491401,10
ICELAND,510,1954,0.82119846,5.0369525,6.6858611,-4.976234,-5.2590966,10
ICELAND,510,1955,0.83510619,5.0625949,6.8035054,-4.8536315,-5.2590966,10
ICELAND,510,1956,0.84838063,5.0814042,6.9087548,-4.7105308,-5.0672054,10
ICELAND,510,1957,0.86110955,5.1059456,7.003974,-4.7795234,-5.0994663,10
ICELAND,510,1958,0.87333196,5.1239638,7.091742,-4.7559929,-5.0206857,10
ICELAND,510,1959,0.88502508,5.1474943,7.1739583,-4.6564636,-5.035953,10
ICELAND,510,1960,0.89624727,5.1647859,7.2506356,-4.7330036,-5.0056477,10
ICELAND,510,1961,0.90700316,5.187386,7.3211884,-4.8928523,-4.9336743,10
ICELAND,510,1962,0.85593611,5.2040067,7.3877091,-4.721704,-4.7795234,10
ICELAND,510,1963,0.86504394,5.220356,7.4494982,-4.50986,-4.6670456,10
ICELAND,510,1964,0.99082047,5.2417469,7.4894123,-4.3351431,-4.5008101,10
ICELAND,510,1965,0.92500496,5.2574954,7.5283318,-4.2903595,-4.3505278,10
ICELAND,510,1966,0.83355391,5.2781148,7.5652752,-4.1414361,-4.2615805,10
ICELAND,510,1967,0.91799939,5.2933049,7.6014023,-4.11659,-4.6356292,10
ICELAND,510,1968,0.98790854,5.3033047,7.6362696,-4.2830868,-4.8036213,10
ICELAND,510,1969,0.98649573,5.3132062,7.7828074,-4.3981562,-4.5282092,10
ICELAND,510,1970,0.97503668,5.31812,7.9109573,-4.1540947,-4.2199078,10
ICELAND,510,1971,0.95565939,5.3278761,8.0245352,-3.8121777,-4.1997051,10
ICELAND,510,1972,0.97933155,5.3375382,8.1265182,-3.763603,-3.9633164,10
ICELAND,510,1973,0.97664905,5.3471074,8.1780777,-3.327018,-3.5370171,10
ICELAND,510,1974,1.0076226,5.3706379,8.227108,-2.9603651,-3.408222,10
ICELAND,510,1975,0.99160081,5.3844953,8.2738466,-3.0282555,-3.4867554,10
ICELAND,510,1976,0.97538465,5.3936276,8.6664753,-3.0640111,-3.2039871,10
ICELAND,510,1977,1.0139561,5.4026775,8.9476757,-2.8688178,-3.0404577,10
ICELAND,510,1978,1.0098338,5.4116459,9.0264177,-2.8482783,-2.8928146,10
ICELAND,510,1979,1.0042903,5.4205351,9.2457075,-2.4935398,-2.5383327,10
ICELAND,510,1980,0.98171586,5.4293456,9.3352089,-2.3017554,-2.3757796,10
ICELAND,510,1981,0.98566437,5.4380794,9.3685398,-2.2672179,-2.4016323,10
ICELAND,510,1982,0.97018355,5.4467373,9.4017868,-2.4793222,-2.6794627,10
ICELAND,510,1983,1.0907801,5.4553213,9.2369823,-2.6283152,-2.6009912,10
ICELAND,510,1984,0.96246648,5.46806,9.3092804,-2.5809772,-2.5996444,10
ICELAND,510,1985,1.0730412,5.480639,9.2798662,-2.5083799,-2.5083799,10
ICELAND,510,1986,1.1912956,5.4930615,9.50002,-2.3025851,-2.210006,10
ICELAND,510,1987,1.0756364,5.5053315,9.734477,-1.9463102,-1.9834043,10
ICELAND,510,1988,1.1068804,5.521461,9.9114561,-1.9386367,-1.9484133,10
ICELAND,510,1989,1.1392637,5.529429,9.9494162,-2.0659332,-1.9646853,10
ICELAND,510,1990,1.0926328,5.5373344,9.9593954,-1.8911378,-1.8401097,10
ICELAND,510,1991,1.1281407,5.5529594,10.0532,-1.8332067,-1.8630407,10
ICELAND,510,1992,1.0912942,5.5645204,10.061517,-1.87928,-1.8779712,10
ICELAND,510,1993,1.1415147,5.572154,10.069849,-2.1061964,-1.9675424,10
ICELAND,510,1994,1.1032431,5.57973,10.078155,-2.0494945,-1.8572584,10
ITALY,570,1950,1.3746914,10.76416,6.2841344,-1.9051522,-2.1127915,10
ITALY,570,1951,1.3755653,10.769327,6.2971091,-1.52878,-1.8036296,10
ITALY,570,1952,1.4203917,10.774613,6.3099184,-1.4413843,-1.9754421,10
ITALY,570,1953,1.4190416,10.781474,6.3225651,-1.4188175,-1.8924642,10
ITALY,570,1954,1.1800929,10.788845,6.3438807,-1.4109969,-1.8091091,10
ITALY,570,1955,1.1775385,10.79526,6.3647509,-1.3052675,-1.6836228,10
ITALY,570,1956,1.1252151,10.800636,6.3851943,-1.1472775,-1.5394455,10
ITALY,570,1957,1.0608984,10.805902,6.4052286,-1.0013041,-1.3664918,10
ITALY,570,1958,1.0896742,10.812552,6.4248691,-1.1344467,-1.3559592,10
ITALY,570,1959,1.0678229,10.820238,6.5381398,-1.0879692,-1.2334017,10
ITALY,570,1960,1.024037,10.82719,6.6398759,-0.74971753,-1.008406,10
ITALY,570,1961,1.1332327,10.829016,6.7322106,-0.64951313,-0.8715564,10
ITALY,570,1962,1.026508,10.833129,6.8167357,-0.49840307,-0.76164019,10
ITALY,570,1963,1.071159,10.837245,6.8956828,-0.27549008,-0.68240505,10
ITALY,570,1964,1.0073382,10.841344,6.9707303,-0.32116988,-0.51785028,10
ITALY,570,1965,1.1926779,10.850812,7.0405364,-0.30408248,-0.32850403,10
ITALY,570,1966,1.0954603,10.858479,7.1115122,-0.15210277,-0.21840481,10
ITALY,570,1967,1.0895954,10.865784,7.1996784,-0.017451404,-0.13868749,10
ITALY,570,1968,1.0813923,10.873319,7.2654295,0.028198633,0.018429123,10
ITALY,570,1969,1.2075316,10.881249,7.3447189,0.2205001,0.15947928,10
ITALY,570,1970,1.1934884,10.888744,7.4871736,0.4034631,0.27808622,10
ITALY,570,1971,1.2728977,10.894886,7.6118426,0.46887797,0.4131687,10
ITALY,570,1972,1.3423336,10.9032,7.7226777,0.65658695,0.61777687,10
ITALY,570,1973,1.4060214,10.913087,7.8224449,1.022343,0.80038589,10
ITALY,570,1974,1.3627968,10.921631,7.8976684,1.4091316,1.1070102,10
ITALY,570,1975,1.5767546,10.929708,7.9793391,1.3445605,1.2474632,10
ITALY,570,1976,1.3263729,10.931928,8.077137,1.4684042,1.3072512,10
ITALY,570,1977,1.2760681,10.93416,8.1690531,1.57051,1.5108323,10
ITALY,570,1978,1.5022377,10.93637,8.4489145,1.7309296,1.7239802,10
ITALY,570,1979,1.4156179,10.938592,8.653471,2.0536363,1.977298,10
ITALY,570,1980,1.3239248,10.940792,8.7764759,2.2973313,2.05,10
ITALY,570,1981,1.3995135,10.943005,8.8230591,2.2093947,2.0184169,10
ITALY,570,1982,1.3893747,10.943958,8.8696795,2.154294,1.9946595,10
ITALY,570,1983,1.4054432,10.94493,8.9162378,2.009542,-0.32722706,10
ITALY,570,1984,1.4140325,10.9459,8.962904,2.0751071,-0.30332378,10
ITALY,570,1985,1.4849204,10.946852,9.0094471,2.1060469,2.0291083,10
ITALY,570,1986,1.3850702,10.94782,9.0560226,2.2213099,2.2692246,10
ITALY,570,1987,1.3637562,10.948787,9.2524414,2.4554434,2.4525385,10
ITALY,570,1988,1.3563192,10.949736,9.4970217,2.5555048,2.5448723,10
ITALY,570,1989,1.3345325,10.950702,9.6237736,2.654783,2.6430209,10
ITALY,570,1990,1.3115724,10.951666,9.7321062,2.8269053,2.835,10
ITALY,570,1991,1.2986947,10.952629,9.8298407,2.8326898,2.8300614,10
ITALY,570,1992,1.299999,10.953155,9.8570766,2.8626008,2.8800688,10
ITALY,570,1993,1.3000007,10.953225,9.884305,2.6124787,2.8282185,10
ITALY,570,1994,1.2999996,10.955515,9.9115553,2.74611,2.9518952,10
LUXEMBOURG,720,1950,0.95181066,5.6937323,6.9593987,-4.3569827,-4.518167,10
LUXEMBOURG,720,1951,0.99091101,5.7004437,7.0273147,-4.0904922,-4.0465264,10
LUXEMBOURG,720,1952,1.0540648,5.7071104,7.09091,-4.1270742,-4.1266403,10
LUXEMBOURG,720,1953,1.1692322,5.7170277,7.1514854,-4.1398649,-4.2053208,10
LUXEMBOURG,720,1954,1.1183329,5.7235851,7.1716566,-4.0904922,-4.1877766,10
LUXEMBOURG,720,1955,0.98954588,5.7333412,7.1914291,-3.9804089,-3.9997072,10
LUXEMBOURG,720,1956,1.1482757,5.7430034,7.2108183,-3.8350155,-3.8694904,10
LUXEMBOURG,720,1957,1.0252074,5.7557421,7.2298388,-3.7875512,-3.861948,10
LUXEMBOURG,720,1958,1.0547397,5.768321,7.2485042,-3.8783948,-3.9042532,10
LUXEMBOURG,720,1959,1.0650816,5.7807436,7.2889276,-3.7817407,-3.8246534,10
LUXEMBOURG,720,1960,0.92382407,5.768321,7.3284373,-3.6421866,-3.6880798,10
LUXEMBOURG,720,1961,0.98797917,5.7589016,7.3658128,-3.5801685,-3.6520462,10
LUXEMBOURG,720,1962,1.0161334,5.768321,7.4024515,-3.5014045,-3.5546634,10
LUXEMBOURG,720,1963,1.0168417,5.7807436,7.4372063,-3.3859935,-3.4437709,10
LUXEMBOURG,720,1964,1.0495909,5.7930136,7.5207763,-3.2406614,-3.2977567,10
LUXEMBOURG,720,1965,0.99952137,5.7930136,7.5983992,-3.1485806,-3.1653352,10
LUXEMBOURG,720,1966,1.0016865,5.7960577,7.6381984,-3.0491118,-3.0990727,10
LUXEMBOURG,720,1967,1.0149659,5.7990928,7.6563373,-3.0499561,-3.0702188,10
LUXEMBOURG,720,1968,1.0285689,5.7990928,7.742836,-2.8640025,-2.7911928,10
LUXEMBOURG,720,1969,1.0005815,5.8021183,7.9686656,-2.7209227,-2.5849879,10
LUXEMBOURG,720,1970,0.98617512,5.8051348,8.1530619,-2.5297744,-2.3945577,10
LUXEMBOURG,720,1971,0.96067256,5.8141303,8.308692,-2.342824,-2.2900243,10
LUXEMBOURG,720,1972,0.9487775,5.8230457,8.4433317,-2.2504766,-2.2118125,10
LUXEMBOURG,720,1973,0.94108289,5.8348107,8.5619755,-2.0261054,-1.9163436,10
LUXEMBOURG,720,1974,1.0062237,5.8435445,8.6559114,-1.6254301,-1.5313988,10
LUXEMBOURG,720,1975,0.99974668,5.855072,8.7419357,-1.7166334,-1.7983129,10
LUXEMBOURG,720,1976,1.0122049,5.8636312,8.9834394,-1.5022351,-1.5137824,10
LUXEMBOURG,720,1977,1.0198246,5.8749309,9.1736765,-1.3833865,-1.414122,10
LUXEMBOURG,720,1978,1.0128057,5.8805332,9.2505226,-1.3257638,-1.4920994,10
LUXEMBOURG,720,1979,1.0215421,5.894403,9.492507,-1.1516967,-1.224856,10
LUXEMBOURG,720,1980,1.0138865,5.8971539,9.582593,-1.2058078,-1.3265172,10
LUXEMBOURG,720,1981,1.0343819,5.8998976,9.565073,-1.2630154,-1.4396951,10
LUXEMBOURG,720,1982,1.026513,5.9053617,9.5475264,-1.1647521,-1.3310488,10
LUXEMBOURG,720,1983,1.045045,5.9107966,9.408371,-1.0665325,-1.2190864,10
LUXEMBOURG,720,1984,0.95277941,5.9162021,9.4879723,-0.9681105,-1.1138275,10
LUXEMBOURG,720,1985,0.89509696,5.9215784,9.5015163,-0.86988437,-1.0053952,10
LUXEMBOURG,720,1986,0.89364308,5.9269261,9.4849377,-0.77154124,-0.89673322,10
LUXEMBOURG,720,1988,0.95497411,5.9375362,10.011893,-0.57500869,-0.67963886,10
LUXEMBOURG,720,1989,0.87808424,5.9427996,10.174277,-0.45302856,-0.60825467,10
LUXEMBOURG,720,1990,0.92841214,5.9480348,10.267089,-0.33086801,-0.53699845,10
LUXEMBOURG,720,1991,0.92675883,5.9532433,10.369106,-0.20887087,-0.46569297,10
LUXEMBOURG,720,1992,0.96979922,5.971262,10.428098,-0.21443163,-0.45696896,10
LUXEMBOURG,720,1993,0.95909804,5.9864521,10.487099,-0.22002341,-0.45617959,10
LUXEMBOURG,720,1994,0.94840926,6.0014148,10.546104,-0.2256467,-0.43974599,10
NETHERLANDS,850,1950,1.0457164,9.2216759,6.4738908,-1.5818228,-1.9568701,10
NETHERLANDS,850,1951,0.91737348,9.2363977,6.5117455,-1.365316,-1.6347557,10
NETHERLANDS,850,1952,0.88322848,9.2478285,6.5467854,-1.5037274,-1.5563712,10
NETHERLANDS,850,1953,0.96819222,9.2584639,6.5820251,-1.4375876,-1.5357229,10
NETHERLANDS,850,1954,0.98179758,9.2700233,6.6147256,-1.252463,-1.4212999,10
NETHERLANDS,850,1955,1.1479882,9.2827539,6.6476884,-1.1369374,-1.3141598,10
NETHERLANDS,850,1956,1.0679544,9.2955084,6.6783423,-0.98751825,-1.2510644,10
NETHERLANDS,850,1957,0.94265473,9.3075581,6.7093043,-0.89037937,-1.1721512,10
NETHERLANDS,850,1958,0.97564518,9.3224182,6.7393365,-1.0147308,-1.1338251,10
NETHERLANDS,850,1959,0.96434486,9.3366203,6.8319535,-0.93165821,-1.0197086,10
NETHERLANDS,850,1960,0.91683441,9.348362,6.9177055,-0.79164243,-0.90931511,10
NETHERLANDS,850,1961,0.97065139,9.3619452,6.9966817,-0.67099434,-0.84234345,10
NETHERLANDS,850,1962,0.98025662,9.3756008,7.0535855,-0.62586242,-0.77979499,10
NETHERLANDS,850,1963,0.99425197,9.3899078,7.106606,-0.51617318,-0.70077622,10
NETHERLANDS,850,1964,0.99500811,9.4031897,7.1276937,-0.3485651,-0.54334885,10
NETHERLANDS,850,1965,0.99838722,9.4167042,7.3518,-0.29289562,-0.44738147,10
NETHERLANDS,850,1966,1.0224485,9.4298773,7.4217758,-0.22089607,-0.39274636,10
NETHERLANDS,850,1967,1.1128452,9.4412136,7.5065918,-0.18188165,-0.31649318,10
NETHERLANDS,850,1968,1.1555401,9.4513235,7.597898,-0.073431283,-0.18128207,10
NETHERLANDS,850,1969,1.1248713,9.4628878,7.6943927,0.094764613,-0.003506124,10
NETHERLANDS,850,1970,1.0798987,9.4695454,7.9258804,0.29214713,0.1626289,10
NETHERLANDS,850,1971,1.1055322,9.4762373,8.1140251,0.40112236,0.33232075,10
NETHERLANDS,850,1972,1.059338,9.4977722,8.272315,0.54609627,0.51778138,10
NETHERLANDS,850,1973,1.0040128,9.505991,8.4089394,0.87513536,0.87771624,10
NETHERLANDS,850,1974,1.0678965,9.5134773,8.5703545,1.1826164,1.1881483,10
NETHERLANDS,850,1975,1.0906768,9.5217142,8.709465,1.2698729,1.2555306,10
NETHERLANDS,850,1976,1.1095879,9.5302477,8.802372,1.4036921,1.3881177,10
NETHERLANDS,850,1977,1.054117,9.5362568,8.9502735,1.5370823,1.474763,10
NETHERLANDS,850,1978,1.0562809,9.5425892,9.0347958,1.6830971,1.612214,10
NETHERLANDS,850,1979,1.0675528,9.5488815,9.2581778,1.9200648,1.8511127,10
NETHERLANDS,850,1980,1.0693463,9.5570459,9.3474903,2.0550592,1.9992614,10
NETHERLANDS,850,1981,1.0927012,9.5617714,9.3750067,1.9042544,1.9273825,10
NETHERLANDS,850,1982,1.1246016,9.5665455,9.286375,1.7786708,1.8006366,10
NETHERLANDS,850,1983,1.1178306,9.5712957,9.2012997,1.7165653,1.7756978,10
NETHERLANDS,850,1984,1.1256499,9.576025,9.163249,1.6982507,1.7899244,10
NETHERLANDS,850,1985,1.0870821,9.5808001,9.1247826,1.6925982,1.8291516,10
NETHERLANDS,850,1986,1.0914389,9.5862398,9.21134,1.7386013,1.9892433,10
NETHERLANDS,850,1987,1.1218216,9.5929461,9.3750067,2.0917628,2.1535978,10
NETHERLANDS,850,1988,1.0903014,9.5995407,9.583971,2.1856782,2.2766721,10
NETHERLANDS,850,1989,1.1162108,9.605216,9.6784668,2.2857523,2.3809803,10
NETHERLANDS,850,1990,1.0972468,9.6126003,9.7601948,2.4676316,2.5649648,10
NETHERLANDS,850,1991,1.0879422,9.6204615,9.8437376,2.4746947,2.5707707,10
NETHERLANDS,850,1992,1.1760049,9.6279974,9.8910608,2.5259271,2.6198018,10
NETHERLANDS,850,1993,1.062609,9.6355429,9.9383717,2.4122446,2.5425701,10
NETHERLANDS,850,1994,1.089686,9.6408234,9.9856663,2.5208592,2.6406989,10
POLAND,950,1973,0.85065192,10.415112,7.5315523,-0.24666807,-0.45035791,-7
POLAND,950,1974,0.83167535,10.424986,7.7177963,0.047074419,-0.18452398,-7
POLAND,950,1975,0.81978834,10.434704,7.8747392,0.22601941,0.027906999,-7
POLAND,950,1976,0.81164336,10.444707,7.9655457,0.3237488,0.092488006,-7
POLAND,950,1977,0.80571371,10.454437,8.0986433,0.38980985,0.2155145,-7
POLAND,950,1978,0.80120373,10.464845,8.2052183,0.35480317,0.29795414,-7
POLAND,950,1979,0.79765815,10.469568,8.2348299,0.44852459,0.4209775,-7
POLAND,950,1980,0.84894788,10.479483,8.2687321,0.45862666,0.5305106,-6
POLAND,950,1981,0.8873145,10.489495,8.2839994,0.24082629,0.27626717,-6
POLAND,950,1982,0.92737305,10.499463,8.299037,0.14954002,-0.60348934,-8
POLAND,950,1983,0.96925241,10.509415,7.9765954,0.12327898,-0.64702725,-8
POLAND,950,1984,1.0130606,10.519376,7.6544433,0.09485548,-0.59275901,-7
POLAND,950,1985,1.0398756,10.525139,7.6591716,0.058080237,-0.66087365,-7
POLAND,950,1986,1.0176206,10.530922,7.635304,0.13619037,-0.58178473,-7
POLAND,950,1987,1.0274642,10.53707,7.5600805,0.11653782,-0.43865997,-6
POLAND,950,1988,1.0448453,10.542152,7.5229411,0.24349503,-0.25851172,-6
POLAND,950,1989,1.0474391,10.528864,7.544332,0.24857734,0.25223625,5
POLAND,950,1990,1.0500736,10.547444,7.4383836,0.20277756,0.45976385,5
POLAND,950,1991,1.0526904,10.550094,7.4899707,0.41237456,0.36415684,9
POLAND,950,1992,1.0553052,10.552761,7.5806999,0.34074882,0.33138791,9
POLAND,950,1993,1.0579517,10.555396,7.7275352,0.53573281,0.30616027,8
POLAND,950,1994,1.0605737,10.55805,7.8743587,0.63816285,0.53772068,8
PORTUGAL,960,1950,1.0379461,8.9980135,5.3375382,-3.5972123,-3.9845936,-9
PORTUGAL,960,1951,0.98912877,9.0045452,5.3565865,-3.4112477,-3.6381865,-9
PORTUGAL,960,1952,0.98040795,9.011157,5.3752785,-3.3581378,-3.7380698,-9
PORTUGAL,960,1953,0.99462664,9.0176048,5.3981628,-3.4052055,-3.8212686,-9
PORTUGAL,960,1954,1.0235257,9.0240107,5.4205351,-3.3495541,-3.6730061,-9
PORTUGAL,960,1955,1.0439875,9.0303764,5.4424176,-3.2238884,-3.5578511,-9
PORTUGAL,960,1956,0.99492079,9.0367012,5.4638319,-3.1167705,-3.5065579,-9
PORTUGAL,960,1957,1.0002447,9.0429859,5.484797,-2.9917402,-3.54738,-9
PORTUGAL,960,1958,1.0004758,9.0493498,5.5053315,-3.0365543,-3.5439136,-9
PORTUGAL,960,1959,1.0776314,9.0555563,5.57973,-3.0449226,-3.5370171,-9
PORTUGAL,960,1960,1.1350088,9.0617247,5.6489744,-2.9077213,-3.4173267,-9
PORTUGAL,960,1961,1.2021368,9.0678549,5.7170277,-2.7241795,-3.4234431,-9
PORTUGAL,960,1962,1.282547,9.0739479,5.7776523,-2.8387284,-3.2968373,-9
PORTUGAL,960,1963,1.2156738,9.0800037,5.8377304,-2.7241795,-3.174859,-9
PORTUGAL,960,1964,1.2256986,9.0861368,5.9269261,-2.5536139,-2.9642336,-9
PORTUGAL,960,1965,1.0828342,9.0921202,6.0063534,-2.3816283,-2.8542328,-9
PORTUGAL,960,1966,1.0300604,9.0980673,6.089045,-2.2798455,-2.7806208,-9
PORTUGAL,960,1967,0.99565214,9.1039791,6.1944056,-2.24526,-2.6578324,-9
PORTUGAL,960,1968,0.97768545,9.1098566,6.2709885,-2.138767,-2.5743937,-9
PORTUGAL,960,1969,0.96480316,9.1156998,6.4520488,-2.0433025,-2.4615808,-9
PORTUGAL,960,1970,0.96900797,9.1216183,6.6066504,-1.8438952,-2.3549316,-9
PORTUGAL,960,1971,0.99236411,9.1273937,6.6970344,-1.7021016,-2.2518921,-9
PORTUGAL,960,1972,0.97066694,9.1331348,6.9027429,-1.5019298,-2.044847,-9
PORTUGAL,960,1973,0.97721553,9.1388445,7.1899223,-1.1799308,-1.680934,-9
PORTUGAL,960,1976,1,9.1575727,7.4145727,-0.86251301,-1.7087059,9
PORTUGAL,960,1977,1,9.1648197,7.5229411,-0.70279354,-1.5980035,9
PORTUGAL,960,1978,0.99977231,9.1720152,7.6108527,-0.64683628,-1.4146938,9
PORTUGAL,960,1979,1,9.1792622,7.6304612,-0.42556578,-1.0555528,9
PORTUGAL,960,1980,1,9.1863546,7.7621708,-0.072033234,-0.76830184,9
PORTUGAL,960,1981,1,9.1934996,7.8320141,-0.020202687,-0.87995881,9
PORTUGAL,960,1982,1.2444035,9.1937027,7.8079166,-0.11059646,-0.8908667,10
PORTUGAL,960,1983,1.2028729,9.1939058,7.6916566,-0.27036616,-0.78416657,10
PORTUGAL,960,1984,1.2000307,9.194109,7.5908523,-0.31512174,-0.65932566,10
PORTUGAL,960,1985,1.3757025,9.194313,7.5857887,-0.33142501,-0.5666908,10
PORTUGAL,960,1986,1.308655,9.1945162,7.7706451,-0.11923409,-0.32850403,10
PORTUGAL,960,1987,1.2902119,9.1947193,7.9620671,0.25052527,-0.065498948,10
PORTUGAL,960,1988,1.189783,9.1949224,8.2079468,0.49420831,0.08378949,10
PORTUGAL,960,1989,1.1539706,9.1951256,8.3546743,0.56446117,0.2502138,10
