cabbr,ccode,year,AidPC,logPop,logGDP,POLITY,transition,civilwar,RefsDummy
USA,2,1964,,19.072428,9.6016655,10,0,0,0
USA,2,1965,,19.084929,9.6436462,10,0,0,1
USA,2,1966,,19.096478,9.6898756,10,0,0,0
USA,2,1967,,19.107367,9.7058525,10,0,0,0
USA,2,1968,,19.117352,9.7369366,10,0,0,1
USA,2,1969,,19.127125,9.7535009,10,0,0,1
USA,2,1970,,19.138775,9.7440147,10,0,0,0
USA,2,1971,,19.151417,9.7597256,10,0,0,0
USA,2,1972,,19.162123,9.8018742,10,0,0,0
USA,2,1973,,19.171667,9.8484364,10,0,0,0
USA,2,1974,,19.180803,9.8333912,10,0,0,0
USA,2,1975,,19.190664,9.8199587,10,0,0,0
USA,2,1976,,19.200167,9.8645906,10,0,0,0
USA,2,1977,,19.210224,9.8998938,10,0,0,1
USA,2,1978,,19.220819,9.9429703,10,0,0,1
USA,2,1979,,19.231855,9.9632635,10,0,0,0
USA,2,1980,,19.241451,9.9513855,10,0,0,0
USA,2,1981,,19.251265,9.9657736,10,0,0,1
USA,2,1982,,19.260799,9.9358168,10,0,0,1
USA,2,1983,,19.269943,9.9690571,10,0,0,1
USA,2,1984,,19.278601,10.030493,10,0,0,0
USA,2,1985,,19.287462,10.059397,10,0,0,0
USA,2,1986,,19.296703,10.083772,10,0,0,0
USA,2,1987,,19.305641,10.108248,10,0,0,0
USA,2,1988,,19.314722,10.140037,10,0,0,1
USA,2,1989,,19.324165,10.165083,10,0,0,1
USA,2,1990,,19.334728,10.171982,10,0,0,1
USA,2,1991,,19.345755,10.156242,10,0,0,1
USA,2,1992,,19.357243,10.17481,10,0,0,1
USA,2,1993,,19.369194,10.18906,10,0,0,1
USA,2,1994,,19.381609,10.2162,10,0,0,1
USA,2,1995,,19.394485,10.229656,10,0,0,1
CAN,20,1964,,16.776911,,10,0,0,0
CAN,20,1965,,16.795012,9.2897091,10,0,0,0
CAN,20,1966,,16.813641,9.3348532,10,0,0,1
CAN,20,1967,,16.831633,9.3455992,10,0,0,0
CAN,20,1968,,16.847767,9.3810616,10,0,0,1
CAN,20,1969,,16.861366,9.4187269,10,0,0,1
CAN,20,1970,,16.875343,9.4302559,10,0,0,0
CAN,20,1971,,16.89031,9.4694834,10,0,0,0
CAN,20,1972,,16.906263,9.505024,10,0,0,1
CAN,20,1973,,16.923204,9.5572376,10,0,0,0
CAN,20,1974,,16.941133,9.5793781,10,0,0,0
CAN,20,1975,,16.960051,9.5827427,10,0,0,1
CAN,20,1976,,16.973276,9.6228199,10,0,0,1
CAN,20,1977,,16.985027,9.6441336,10,0,0,1
CAN,20,1978,,16.995064,9.6737671,10,0,0,1
CAN,20,1979,,17.005039,9.7045097,10,0,0,1
CAN,20,1980,,17.017973,9.7048721,10,0,0,1
CAN,20,1981,,17.030378,9.7230444,10,0,0,1
CAN,20,1982,,17.042435,9.6800852,10,0,0,1
CAN,20,1983,,17.052462,9.6986675,10,0,0,1
CAN,20,1984,,17.062078,9.7448034,10,0,0,0
CAN,20,1985,,17.071373,9.7881508,10,0,0,0
CAN,20,1986,,17.081423,9.8039465,10,0,0,1
CAN,20,1987,,17.09454,9.8307734,10,0,0,1
CAN,20,1988,,17.10745,9.8653049,10,0,0,1
CAN,20,1989,,17.125286,9.8714132,10,0,0,1
CAN,20,1990,,17.140223,9.8589716,10,0,0,1
CAN,20,1991,,17.153828,9.8260841,10,0,0,1
CAN,20,1992,,17.166101,9.8228846,10,0,0,1
CAN,20,1993,,17.177046,9.8346949,10,0,0,0
CAN,20,1994,,17.186659,9.8712826,10,0,0,1
CAN,20,1995,,17.194939,9.8900299,10,0,0,1
BHS,31,1964,.37593985,11.798104,9.2050228,,,,
BHS,31,1965,.43165466,11.842229,9.2600698,,,,
BHS,31,1966,.27586207,11.884489,9.3046474,,,,
BHS,31,1967,4.5033112,11.925035,9.355752,,,,
BHS,31,1968,.31847134,11.964001,9.397644,,,,
BHS,31,1969,.5487805,12.007622,9.440033,,,,
BHS,31,1970,.46783626,12.049418,9.3400812,,,,
BHS,31,1971,1.4367816,12.066811,9.3388233,,,,
BHS,31,1972,6.9662919,12.089539,9.2804956,,,,
BHS,31,1973,2.8176796,12.106253,9.336731,,,0,0
BHS,31,1974,3.2432432,12.128111,9.1314993,,,0,0
BHS,31,1975,3.5449736,12.149503,8.9499025,,,0,0
BHS,31,1976,3.1088083,12.170445,8.9795122,,,0,0
BHS,31,1977,3.1472082,12.190959,9.0465965,,,0,0
BHS,31,1978,6.4179106,12.211061,9.1590967,,,0,0
BHS,31,1979,6.7475729,12.235631,9.3667421,,,0,0
BHS,31,1980,10.190476,12.254863,9.4104414,,,0,0
BHS,31,1981,9.5327101,12.273731,9.2947712,,,0,0
BHS,31,1982,8.8127851,12.296827,9.3365164,,,0,0
BHS,31,1983,4.1964288,12.319402,9.3492804,,,0,0
BHS,31,1984,47.510918,12.341477,9.459733,,,0,0
BHS,31,1985,3.9655173,12.354492,9.4938793,,,0,0
BHS,31,1986,24.491526,12.371587,9.4945955,,,0,0
BHS,31,1987,3.375,12.388394,9.5071974,,,0,0
BHS,31,1988,17.183674,12.409014,9.5094118,,,0,0
BHS,31,1989,16.120001,12.429216,9.5119505,,,0,0
BHS,31,1990,9.8514462,12.452151,9.4999886,,,0,0
BHS,31,1991,8.2625484,12.464583,9.4601412,,,0,0
BHS,31,1992,7.1240811,12.477968,9.426589,,,0,0
BHS,31,1993,2.3970037,12.495004,9.4283791,,,0,0
BHS,31,1994,1.4705882,12.513557,9.4127884,,,0,0
BHS,31,1995,13.561152,12.535377,9.3989372,,,0,0
CUB,40,1964,.0026274305,15.845237,,-7,0,0,0
CUB,40,1965,,15.863719,,-7,0,0,0
CUB,40,1966,0,15.893075,,-7,0,0,0
CUB,40,1967,.0012286522,15.912178,,-7,0,0,0
CUB,40,1968,.078464508,15.929836,,-7,0,0,0
CUB,40,1969,.15675098,15.946239,,-7,0,0,0
CUB,40,1970,.21830986,15.957927,,-7,0,0,0
CUB,40,1971,.28992176,15.977914,,-7,0,0,0
CUB,40,1972,.42089823,15.997283,,-7,0,0,0
CUB,40,1973,.6297034,16.016727,,-7,0,0,0
CUB,40,1974,1.7828271,16.029701,,-7,0,0,1
CUB,40,1975,2.2480121,16.046169,,-7,0,0,0
CUB,40,1976,3.8108883,16.058664,,-7,0,0,0
CUB,40,1977,4.8223457,16.07111,,-7,0,0,1
CUB,40,1978,5.0508404,16.081224,,-7,0,0,1
CUB,40,1979,5.0174899,16.089697,,-7,0,0,1
CUB,40,1980,3.2914522,16.088667,,-7,0,0,0
CUB,40,1981,1.4078568,16.090107,,-7,0,0,0
CUB,40,1982,1.684522,16.097996,,-7,0,0,0
CUB,40,1983,1.3357583,16.107742,,-7,0,0,0
CUB,40,1984,1.2007204,16.117495,,-7,0,0,0
CUB,40,1985,1.7953534,16.12953,,-7,0,0,0
CUB,40,1986,1.7678204,16.1378,,-7,0,0,1
CUB,40,1987,3.2047045,16.146488,,-7,0,0,0
CUB,40,1988,1.9634967,16.158278,,-7,0,0,0
CUB,40,1989,5.3231325,16.16898,,-7,0,0,1
CUB,40,1990,4.8000002,16.17872,,-7,0,0,1
CUB,40,1991,3.5013039,16.189114,,-7,0,0,0
CUB,40,1992,2.2944002,16.197092,,-7,0,0,1
CUB,40,1993,4.0362501,16.201426,,-7,0,0,0
CUB,40,1994,4.3129354,16.20574,,-7,0,0,1
CUB,40,1995,5.7980666,16.210127,,-7,0,0,1
HTI,41,1964,.70729172,15.219613,6.2309523,-9,0,0,0
HTI,41,1965,1.2358195,15.236931,6.2339964,-9,0,0,0
HTI,41,1966,.77091861,15.254338,6.2234759,-9,0,0,0
HTI,41,1967,.61070269,15.27183,6.1651263,-9,0,0,0
HTI,41,1968,1.3307741,15.28933,6.1656337,-9,0,0,0
HTI,41,1969,1.1772438,15.306746,6.1764865,-9,0,0,0
HTI,41,1970,1.7433628,15.324022,6.1557913,-9,0,0,0
HTI,41,1971,1.3592246,15.341178,6.2197318,-10,0,0,0
HTI,41,1972,1.4581062,15.358232,6.2163992,-10,0,0,0
HTI,41,1973,1.7173752,15.375182,6.2112923,-10,0,0,0
HTI,41,1974,2.9453528,15.392039,6.255724,-10,0,0,0
HTI,41,1975,12.056911,15.408819,6.2154851,-10,0,0,0
HTI,41,1976,14.343394,15.425549,6.2808275,-10,0,0,0
HTI,41,1977,17.221519,15.442246,6.2688966,-9,0,0,0
HTI,41,1978,17.94627,15.459006,6.2990274,-9,0,0,0
HTI,41,1979,17.602911,15.475951,6.3525515,-9,0,0,0
HTI,41,1980,19.64319,15.493168,6.4083409,-9,0,0,0
HTI,41,1981,19.61659,15.510654,6.3631239,-9,0,0,0
HTI,41,1982,22.986515,15.528405,6.3105145,-9,0,0,0
HTI,41,1983,23.575481,15.546479,6.300005,-9,0,0,0
HTI,41,1984,23.126743,15.564945,6.2845016,-9,0,0,0
HTI,41,1985,25.545128,15.583831,6.2675858,-9,0,0,0
HTI,41,1986,30.334576,15.6031,6.2471352,0,1,0,0
HTI,41,1987,35.015049,15.622713,6.2200055,0,1,0,0
HTI,41,1988,22.912062,15.642628,6.2078042,-7,0,0,0
HTI,41,1989,31.13249,15.662795,6.1982193,-6,0,0,0
HTI,41,1990,25.997219,15.68315,6.2189178,7,0,0,0
HTI,41,1991,27.195511,15.701519,6.2000523,-7,0,0,0
HTI,41,1992,15.144212,15.720902,6.0392756,-7,0,0,0
HTI,41,1993,17.934397,15.7413,5.9942265,-7,0,0,0
HTI,41,1994,85.763527,15.762712,5.8863053,7,0,0,0
HTI,41,1995,101.25419,15.785137,5.9072623,7,0,0,0
DOM,42,1964,6.1387138,15.120172,6.6564445,0,1,0,0
DOM,42,1965,20.535995,15.152089,6.4912033,0,1,1,0
DOM,42,1966,13.01413,15.183455,6.5861468,-3,0,0,0
DOM,42,1967,14.545177,15.214262,6.5880737,-3,0,0,0
DOM,42,1968,15.311085,15.24441,6.5603123,-3,0,0,0
DOM,42,1969,10.147678,15.273782,6.6343222,-3,0,0,0
DOM,42,1970,9.7716484,15.302329,6.7732081,-3,0,0,1
DOM,42,1971,6.9709091,15.330082,6.8487267,-3,0,0,0
DOM,42,1972,6.3380551,15.357051,6.9206491,-3,0,0,1
DOM,42,1973,5.3166313,15.383349,7.0156598,-3,0,0,0
DOM,42,1974,4.3075948,15.409132,7.0482092,-3,0,0,1
DOM,42,1975,6.0855784,15.434503,7.0734215,-3,0,0,0
DOM,42,1976,6.3760848,15.459464,7.1135745,-3,0,0,0
DOM,42,1977,6.3400316,15.484045,7.1375709,-3,0,0,1
DOM,42,1978,9.175004,15.508246,7.1345897,6,0,0,0
DOM,42,1979,13.961712,15.532047,7.1550336,6,0,0,1
DOM,42,1980,21.934351,15.55545,7.1904917,6,0,0,1
DOM,42,1981,18.023287,15.578473,7.2072992,6,0,0,1
DOM,42,1982,22.778536,15.601096,7.2001085,6,0,0,0
DOM,42,1983,16.36957,15.623455,7.2226686,6,0,0,0
DOM,42,1984,30.189211,15.645743,7.2031798,6,0,0,1
DOM,42,1985,32.515682,15.668052,7.190764,6,0,0,1
DOM,42,1986,14.200737,15.690289,7.2039413,6,0,0,0
DOM,42,1987,19.431387,15.712379,7.2774267,6,0,0,1
DOM,42,1988,17.353649,15.734255,7.2768812,6,0,0,0
DOM,42,1989,20.590462,15.755833,7.3023081,6,0,0,0
DOM,42,1990,14.18706,15.777013,7.2211013,6,0,0,0
DOM,42,1991,9.0778942,15.797503,7.2100153,6,0,0,0
DOM,42,1992,8.6324167,15.817306,7.2675867,6,0,0,0
DOM,42,1993,-.46652299,15.836419,7.2781816,6,0,0,1
DOM,42,1994,7.8654814,15.854843,7.3009176,5,0,0,0
DOM,42,1995,15.143806,15.872579,7.3305359,5,0,0,0
JAM,51,1964,2.1559179,14.36638,7.3235579,10,0,0,0
JAM,51,1965,5.3920455,14.380824,7.3856535,10,0,0,0
JAM,51,1966,5.2267933,14.393875,7.4055219,10,0,0,0
JAM,51,1967,4.9116077,14.405456,7.4069023,10,0,0,0
JAM,51,1968,8.8062248,14.416384,7.4455867,10,0,0,0
JAM,51,1969,7.2685289,14.427958,7.4784565,10,0,0,0
JAM,51,1970,5.719636,14.440914,7.576045,10,0,0,0
JAM,51,1971,11.79555,14.455062,7.5927725,10,0,0,0
JAM,51,1972,8.9291277,14.47052,7.7290378,10,0,0,0
JAM,51,1973,9.7644272,14.486453,7.6535759,10,0,0,0
JAM,51,1974,13.122844,14.501557,7.6016412,10,0,0,0
JAM,51,1975,12.483855,14.515137,7.5850015,10,0,0,0
JAM,51,1976,12.842659,14.527352,7.506032,10,0,0,0
JAM,51,1977,16.144617,14.537978,7.4713326,10,0,0,0
JAM,51,1978,58.663784,14.548119,7.4667416,10,0,0,0
JAM,51,1979,58.242371,14.559498,7.4369464,10,0,0,0
JAM,51,1980,59.085796,14.57304,7.3641367,10,0,0,0
JAM,51,1981,71.534943,14.586683,7.3756566,10,0,0,0
JAM,51,1982,81.950821,14.604013,7.3708367,10,0,0,0
JAM,51,1983,80.627457,14.622343,7.3749943,10,0,0,0
JAM,51,1984,74.687485,14.639642,7.3490582,10,0,0,0
JAM,51,1985,73.207565,14.653234,7.2888756,10,0,0,0
JAM,51,1986,76.102409,14.663865,7.2942882,10,0,0,0
JAM,51,1987,71.330727,14.670181,7.3630424,10,0,0,0
JAM,51,1988,81.751823,14.672646,7.3886871,10,0,0,0
JAM,51,1989,110.40465,14.680466,7.4468369,10,0,0,0
JAM,51,1990,112.75224,14.692436,7.48808,10,0,0,0
JAM,51,1991,65.899719,14.701425,7.4864216,10,0,0,0
JAM,51,1992,48.459969,14.710782,7.4923749,10,0,0,0
JAM,51,1993,40.326103,14.720376,7.4970117,9,0,0,0
JAM,51,1994,43.689903,14.7302,7.5079031,9,0,0,0
JAM,51,1995,42.952301,14.740602,7.5048966,9,0,0,0
TTO,52,1964,13.163991,13.693332,7.7826476,8,0,0,0
TTO,52,1965,17.700893,13.705696,7.7771983,8,0,0,0
TTO,52,1966,9.5343876,13.720474,7.8021865,8,0,0,0
TTO,52,1967,1.9128311,13.737906,7.8282032,8,0,0,0
TTO,52,1968,9.1460829,13.75627,7.8812113,8,0,0,0
TTO,52,1969,7.1173635,13.772833,7.9228601,8,0,0,0
TTO,52,1970,5.9526262,13.786081,7.923595,8,0,0,0
TTO,52,1971,6.5116372,13.796654,7.8916678,8,0,0,0
TTO,52,1972,4.4685283,13.804591,8.0057001,8,0,0,0
TTO,52,1973,4.2283936,13.811152,8.007122,8,0,0,0
TTO,52,1974,5.7137728,13.818347,8.0594969,8,0,0,0
TTO,52,1975,5.375494,13.827439,8.1017904,8,0,0,0
TTO,52,1976,4.6734452,13.838055,8.1988192,8,0,0,0
TTO,52,1977,5.5164819,13.849989,8.2329149,8,0,0,0
TTO,52,1978,4.2421355,13.863348,8.3366327,8,0,0,0
TTO,52,1979,3.8603511,13.878176,8.3923359,8,0,0,0
TTO,52,1980,4.3160815,13.894321,8.4367456,8,0,0,0
TTO,52,1981,-1.2533605,13.911766,8.4574862,8,0,0,0
TTO,52,1982,5.0441585,13.930703,8.5460453,8,0,0,0
TTO,52,1983,4.8536048,13.949587,8.4736786,8,0,0,0
TTO,52,1984,3.9307094,13.966204,8.5166388,9,0,0,0
TTO,52,1985,5.5857387,13.979329,8.4614477,9,0,0,0
TTO,52,1986,16.040264,13.989573,8.417861,9,0,0,0
TTO,52,1987,28.670996,13.997391,8.3633308,9,0,0,0
TTO,52,1988,7.0960202,14.003077,8.3176737,9,0,0,0
TTO,52,1989,4.9618983,14.007147,8.3053083,9,0,0,0
TTO,52,1990,14.971193,14.010255,8.3171682,9,0,0,0
TTO,52,1991,-1.5740582,14.019374,8.3345146,9,0,0,0
TTO,52,1992,6.2136927,14.027374,8.3099041,9,0,0,0
TTO,52,1993,1.4458064,14.03463,8.2880526,9,0,0,0
TTO,52,1994,16.920486,14.041458,8.3162251,9,0,0,0
TTO,52,1995,20.015848,14.048208,8.3482609,9,0,0,0
BRB,53,1964,,12.364358,8.1227856,,,,
BRB,53,1965,,12.368192,8.2272215,,,,
BRB,53,1966,6.7796612,12.371587,8.2630787,,,0,0
BRB,53,1967,2.491554,12.374971,8.3607712,,,0,0
BRB,53,1968,3.577441,12.378344,8.4243269,,,0,0
BRB,53,1969,5.4949665,12.381705,8.4934568,,,0,0
BRB,53,1970,9.8662205,12.385056,8.5809469,,,0,0
BRB,53,1971,19.317236,12.389227,8.6151562,,,0,0
BRB,53,1972,19.636213,12.396279,8.6207619,,,0,0
BRB,53,1973,19.564323,12.402051,8.6283083,,,0,0
BRB,53,1974,15.869121,12.406971,8.5757637,,,0,0
BRB,53,1975,21.783388,12.41146,8.6105452,,,0,0
BRB,53,1976,30.681818,12.414712,8.6064672,,,0,0
BRB,53,1977,23.634155,12.417548,8.646471,,,0,0
BRB,53,1978,45.744251,12.420781,8.702754,,,0,0
BRB,53,1979,44.949291,12.415117,8.7822857,,,0,0
BRB,53,1980,55.881172,12.42561,8.8180246,,,0,0
BRB,53,1981,68.787514,12.428816,8.7822266,,,0,0
BRB,53,1982,51.555023,12.432411,8.7272425,,,0,0
BRB,53,1983,75.327774,12.435993,8.7254562,,,0,0
BRB,53,1984,33.016628,12.439563,8.7549505,,,0,0
BRB,53,1985,29.011858,12.441145,8.7584486,,,0,0
BRB,53,1986,15.029586,12.443119,8.8465996,,,0,0
BRB,53,1987,25.078741,12.445089,8.854784,,,0,0
BRB,53,1988,12.392157,12.449018,8.9114799,,,0,0
BRB,53,1989,8.5783358,12.454728,8.9549341,,,0,0
BRB,53,1990,11.20155,12.460715,8.8996859,,,0,0
BRB,53,1991,8.7307692,12.468437,8.8624105,,,0,0
BRB,53,1992,1.3358779,12.4761,8.8036776,,,0,0
BRB,53,1993,15.256167,12.481809,8.8078041,,,0,0
BRB,53,1994,-3.291714,12.48484,8.843751,,,0,0
BRB,53,1995,-2.9144588,12.484462,8.8589211,,,0,0
DMA,54,1964,,11.060369,,,,,
DMA,54,1965,,11.074421,,,,,
DMA,54,1966,,11.086747,,,,,
DMA,54,1967,,11.09741,,,,,
DMA,54,1968,,11.109458,,,,,
DMA,54,1969,,11.121364,,,,,
DMA,54,1970,,11.133128,,,,,
DMA,54,1971,,11.144756,,,,,
DMA,54,1972,,11.156251,,,,,
DMA,54,1973,1.2811388,11.159816,,,,,
DMA,54,1974,50.780144,11.163368,,,,,
DMA,54,1975,111.56558,11.169025,,,,,
DMA,54,1976,60.771931,11.17395,,,,,
DMA,54,1977,69.177124,11.180246,7.4110413,,,,
DMA,54,1978,98.960503,11.186502,7.5160799,,,0,0
DMA,54,1979,125.58459,11.194097,7.3046036,,,0,0
DMA,54,1980,241.30879,11.202998,7.4290147,,,0,0
DMA,54,1981,204.8774,11.220298,7.5257964,,,0,0
DMA,54,1982,232.24852,11.216674,7.5699334,,,0,0
DMA,54,1983,138.07532,11.213036,7.600132,,,0,0
DMA,54,1984,224.9763,11.20952,7.6564903,,,0,0
DMA,54,1985,229.33659,11.205856,7.6729178,,,0,0
DMA,54,1986,162.48294,11.202316,7.7448435,,,0,0
DMA,54,1987,218.0822,11.198215,7.8214393,,,0,0
DMA,54,1988,242.545,11.195059,7.9067187,,,0,0
DMA,54,1989,325.28958,11.191618,7.9077258,,,0,0
DMA,54,1990,267.09106,11.188026,7.962532,,,0,0
DMA,54,1991,230,11.184422,7.9721975,,,0,0
DMA,54,1992,168.05672,11.183588,7.9932981,,,0,0
DMA,54,1993,114.02414,11.185671,8.007885,,,0,0
DMA,54,1994,225.84207,11.190514,8.0172529,,,0,0
DMA,54,1995,328.49316,11.198215,8.0291071,,,0,0
GRD,55,1964,,11.467486,,,,,
GRD,55,1965,,11.482467,,,,,
GRD,55,1966,,11.479139,,,,,
GRD,55,1967,,11.475813,,,,,
GRD,55,1968,,11.472486,,,,,
GRD,55,1969,,11.46916,,,,,
GRD,55,1970,,11.465834,,,,,
GRD,55,1971,,11.458576,,,,,
GRD,55,1972,,11.451318,,,,,
GRD,55,1973,.53564614,11.444059,,,,,
GRD,55,1974,19.963276,11.436802,,,,0,0
GRD,55,1975,29.891304,11.429543,,,,0,0
GRD,55,1976,29.688871,11.42537,,,,0,0
GRD,55,1977,36.608662,11.421197,7.3260789,,,0,0
GRD,55,1978,28.83708,11.417023,7.3829846,,,0,0
GRD,55,1979,31.610302,11.412849,7.445539,,,0,0
GRD,55,1980,35.294117,11.408675,7.4452462,,,0,0
GRD,55,1981,68.08989,11.396392,7.4660168,,,0,0
GRD,55,1982,69.692696,11.399185,7.5113034,,,0,0
GRD,55,1983,82.906319,11.401978,7.5373511,,,0,0
GRD,55,1984,306.07599,11.404772,7.5812955,,,0,0
GRD,55,1985,382.33334,11.407565,7.6562176,,,0,0
GRD,55,1986,264.58307,11.415409,7.7276425,,,0,0
GRD,55,1987,209.24695,11.423253,7.8255072,,,0,0
GRD,55,1988,218.13911,11.431097,7.8513703,,,0,0
GRD,55,1989,157.96503,11.438942,7.9024749,,,0,0
GRD,55,1990,146.79488,11.446786,7.9453163,,,0,0
GRD,55,1991,168.91026,11.446786,7.9680257,,,0,0
GRD,55,1992,128.70865,11.447853,7.9639893,,,0,0
GRD,55,1993,76.1194,11.44892,7.9361715,,,0,0
GRD,55,1994,184.59087,11.452113,7.9601398,,,0,0
GRD,55,1995,106.8783,11.456355,7.9806294,,,0,0
LCA,56,1964,,11.429543,,,,,
LCA,56,1965,,11.444647,,,,,
LCA,56,1966,,11.460579,,,,,
LCA,56,1967,,11.476261,,,,,
LCA,56,1968,,11.491702,,,,,
LCA,56,1969,,11.506907,,,,,
LCA,56,1970,,11.526829,,,,,
LCA,56,1971,,11.540541,,,,,
LCA,56,1972,,11.553107,,,,,
LCA,56,1973,.85227275,11.567413,,,,,
LCA,56,1974,70.186913,11.580585,,,,,
LCA,56,1975,82.103317,11.593583,,,,,
LCA,56,1976,65.846992,11.606416,,,,,
LCA,56,1977,39.622643,11.619985,,,,,
LCA,56,1978,33.007984,11.632484,,,,,
LCA,56,1979,18.843121,11.644831,,,,0,0
LCA,56,1980,74.805191,11.657025,7.6379786,,,0,0
LCA,56,1981,97.870529,11.673342,7.6561623,,,0,0
LCA,56,1982,68.341705,11.690234,7.5247388,,,0,0
LCA,56,1983,56.977703,11.704372,7.5522313,,,0,0
LCA,56,1984,46.216434,11.719127,7.7485647,,,0,0
LCA,56,1985,55.929485,11.734468,7.6733913,,,0,0
LCA,56,1986,92.26519,11.749578,7.7969756,,,0,0
LCA,56,1987,84.824905,11.763684,7.8020344,,,0,0
LCA,56,1988,135.1227,11.778362,7.9021821,,,0,0
LCA,56,1989,138.57791,11.792071,7.975235,,,0,0
LCA,56,1990,90.156601,11.806341,8.1723995,,,0,0
LCA,56,1991,164.92647,11.82041,8.1847572,,,0,0
LCA,56,1992,194.75027,11.828831,8.2441988,,,0,0
LCA,56,1993,179.25809,11.848755,8.2496786,,,0,0
LCA,56,1994,187.32918,11.86843,8.2441158,,,0,0
LCA,56,1995,327.35147,11.887519,8.2573757,,,0,0
VCT,57,1964,,11.329964,,,,,
VCT,57,1965,,11.338573,,,,,
VCT,57,1966,,11.347343,,,,,
VCT,57,1967,,11.356389,,,,,
VCT,57,1968,,11.365701,,,,,
VCT,57,1969,,11.375271,,,,,
VCT,57,1970,,11.385092,,,,,
VCT,57,1971,,11.395267,,,,,
VCT,57,1972,,11.405786,,,,,
VCT,57,1973,1.3214403,11.416525,,,,,
VCT,57,1974,39.869282,11.427367,,,,,
VCT,57,1975,64.655174,11.438202,,,,,
VCT,57,1976,47.116512,11.449027,,,,,
VCT,57,1977,41.758938,11.459841,7.0520864,,,,
VCT,57,1978,46.535892,11.470435,7.1539607,,,,
VCT,57,1979,59.169765,11.480816,7.1765523,,,0,0
VCT,57,1980,99.591003,11.49068,7.186748,,,0,0
VCT,57,1981,92.778282,11.500144,7.236773,,,0,0
VCT,57,1982,76.089142,11.509118,7.2746539,,,0,0
VCT,57,1983,52.935322,11.517913,7.3089108,,,0,0
VCT,57,1984,39.751431,11.526631,7.3574462,,,0,0
VCT,57,1985,54.154449,11.535665,7.4077806,,,0,0
VCT,57,1986,120.49593,11.544811,7.4631371,,,0,0
VCT,57,1987,128.51521,11.553971,7.4983721,,,0,0
VCT,57,1988,158.25012,11.563143,7.6255603,,,0,0
VCT,57,1989,141.08002,11.572231,7.6410961,,,0,0
VCT,57,1990,139.56096,11.581051,7.6815009,,,0,0
VCT,57,1991,128.61111,11.589887,7.6788054,,,0,0
VCT,57,1992,132.08414,11.59791,7.7433219,,,0,0
VCT,57,1993,99.854095,11.60514,7.7376652,,,0,0
VCT,57,1994,60.795506,11.611593,7.7068353,,,0,0
VCT,57,1995,423.24326,11.617286,7.7738934,,,0,0
ATG,58,1964,,10.968887,,,,,
ATG,58,1965,,10.990196,,,,,
ATG,58,1966,,11.013864,,,,,
ATG,58,1967,,11.040359,,,,,
ATG,58,1968,,11.065701,,,,,
ATG,58,1969,,11.084908,,,,,
ATG,58,1970,,11.095135,,,,,
ATG,58,1971,,11.096804,,,,,
ATG,58,1972,,11.089806,,,,,
ATG,58,1973,.1546312,11.077053,,,,,
ATG,58,1974,47.208282,11.062881,,,,,
ATG,58,1975,32.698414,11.05089,,,,,
ATG,58,1976,49.879711,11.040519,,,,,
ATG,58,1977,87.012779,11.032144,8.1004629,,,,
ATG,58,1978,58.756512,11.025816,8.1477795,,,,
ATG,58,1979,54.283844,11.021249,8.2232122,,,,
ATG,58,1980,91.311478,11.018629,8.3082867,,,,
ATG,58,1981,148.03922,11.021902,8.3450394,,,0,0
ATG,58,1982,81.270355,11.025166,8.3434486,,,0,0
ATG,58,1983,55.032467,11.028418,8.3859186,,,0,0
ATG,58,1984,38.349514,11.031658,8.4757452,,,0,0
ATG,58,1985,47.903225,11.034889,8.5493851,,,0,0
ATG,58,1986,81.276047,11.041,8.6630068,,,0,0
ATG,58,1987,88.549133,11.047551,8.7358503,,,0,0
ATG,58,1988,134.81012,11.05406,8.7821407,,,0,0
ATG,58,1989,68.857101,11.060526,8.8317986,,,0,0
ATG,58,1990,72.65625,11.066638,8.8508186,,,0,0
ATG,58,1991,112.71991,11.070226,8.8673916,,,0,0
ATG,58,1992,73.677681,11.073956,8.8721075,,,0,0
ATG,58,1993,46.676971,11.077517,8.9210453,,,0,0
ATG,58,1994,61.749306,11.081219,8.9786978,,,0,0
ATG,58,1995,34.673214,11.084908,8.9323435,,,0,0
KNA,60,1964,,10.802632,,,,0,0
KNA,60,1965,,10.793434,,,,0,0
KNA,60,1966,,10.777288,,,,0,0
KNA,60,1967,,10.760878,,,,0,0
KNA,60,1968,,10.744623,,,,0,0
KNA,60,1969,,10.728539,,,,0,0
KNA,60,1970,,10.712193,,,,0,0
KNA,60,1971,,10.705489,,,,0,0
KNA,60,1972,,10.700994,,,,0,0
KNA,60,1973,.22675736,10.694215,,,,0,0
KNA,60,1974,82.19178,10.687389,,,,0,0
KNA,60,1975,36.697247,10.682813,,,,0,0
KNA,60,1976,59.122402,10.675908,,,,0,0
KNA,60,1977,46.867855,10.686018,7.6226859,,,0,0
KNA,60,1978,47.260273,10.687389,7.6925559,,,0,0
KNA,60,1979,40.970474,10.684875,7.7829471,,,0,0
KNA,60,1980,139.86487,10.700994,7.8458366,,,0,1
KNA,60,1981,84.469276,10.708847,7.8490286,,,0,1
KNA,60,1982,70.96917,10.716415,7.8255773,,,0,1
KNA,60,1983,63.310963,10.707728,7.8244772,,,0,1
KNA,60,1984,82.665443,10.684417,7.9464459,,,0,1
KNA,60,1985,104.32748,10.663124,8.0297756,,,0,1
KNA,60,1986,129.34273,10.65961,8.1438284,,,0,0
